OBJECTID,CT20,Pop_20,PopTot_18U,Pop_SqM,Hu_2020,HU_SqM,CRRALL,Med_HH_Inc,Pov100_20,Pov100Rate,PC_NH_wht,PC_NH_Blk,PC_NH_Asn,PC_Hispani,PC_LessTha,PC_Eng_bel,p_no_intnt,Shape__Are,Shape__Len,park_per1k
2032,600100,7079,5274.0,24201,2052.0,7015,55.0,37443,2015.0,28.464472383105,0.34,20.78,0.24,78.2,34.09,28.21,13.0,8154795.43554688,12355.0287861301,0.230272
2033,600201,4716,3131.0,20853,1322.0,5846,52.1,41199,1238.0,26.2510602205259,1.48,38.16,0.04,59.09,33.73,16.64,16.09,6304691.20507813,11426.677409185599,0.0
2034,600202,7093,5105.0,22155,2090.0,6528,57.2,34375,1964.0,27.6892711123643,2.42,33.31,0.01,61.14,35.12,18.92,16.17,8925264.93359375,14579.0825572929,0.083399
2035,600302,3484,2211.0,11011,1089.0,3442,63.9,58287,353.0,10.1320321469575,0.0,60.47,0.36,38.84,17.91,3.39,18.01,8820765.80078125,11976.5298959001,0.0
2036,600303,3831,2688.0,27218,1131.0,8035,55.2,26683,1189.0,31.0362829548421,2.06,25.16,0.02,71.84,32.81,20.2,25.04,3924007.6738281306,9114.643278772548,0.020607
2037,600304,3773,2693.0,21921,1067.0,6199,52.6,36056,992.0,26.292075271667095,0.12,26.08,1.17,70.9,38.21,20.35,14.53,4798305.86035156,9662.24028801846,0.0
2038,600400,3996,3340.0,10540,1447.0,3817,66.8,63702,723.0,18.0930930930931,1.84,75.6,0.0,18.21,7.4,0.54,9.02,10569326.8662109,16007.0577102201,0.0
2039,600501,2668,2058.0,10516,1082.0,4265,69.9,86985,169.0,6.33433283358321,1.34,71.52,1.63,21.76,11.37,3.4,11.16,7073018.68847656,10722.3591240041,0.0
2040,600601,2557,2011.0,10238,993.0,3976,73.3,83599,143.0,5.59249120062573,0.77,81.64,0.16,14.13,11.83,2.39,10.56,6962718.88574219,10542.611096071096,0.0
2041,600602,2389,1880.0,8963,781.0,2930,47.6,48173,548.0,22.9384679782336,2.54,28.37,2.61,66.48,31.38,15.59,17.47,7430325.73632813,10861.6364965931,0.0
2042,600702,4181,3980.0,4455,1413.0,1506,69.3,109142,356.0,8.514709399665152,3.49,66.32,1.87,20.71,14.07,6.71,6.2,26162751.841796897,24173.2118108055,0.117183
2043,600703,2318,1423.0,11542,966.0,4810,64.3,80446,148.0,6.38481449525453,0.53,80.05,1.58,8.25,0.91,0.0,8.220000000000002,5598920.84375,10887.9848825134,0.0
2044,600704,3020,2779.0,8113,1268.0,3407,72.2,76106,406.0,13.4437086092715,7.44,72.89,4.150000000000001,12.94,8.85,1.33,11.65,10377163.0898438,13200.4834145437,4.442731
2045,600801,3194,2581.0,8519,1266.0,3377,76.5,111725,266.0,8.32811521603006,0.62,83.08,2.28,10.8,5.81,4.46,19.3,10452395.703125,13346.961275971198,0.41246
2046,600802,2688,2422.0,3582,1211.0,1614,70.5,56920,255.0,9.48660714285714,1.08,81.59,1.47,11.6,10.61,2.31,8.44,20919590.3847656,20363.9372653012,0.0
2047,600902,6817,4704.0,22058,2471.0,7995,62.8,41967,1534.0,22.5025671116327,2.9,40.65,2.17,50.47,19.09,11.84,12.36,8615976.17871094,13421.1392043079,0.0
2048,600911,3303,2969.0,12523,1167.0,4425,67.0,63833,332.0,10.0514683620951,9.34,27.09,0.0,60.92,23.0,17.51,7.18,7353051.334960941,11395.3814762085,0.699504
2049,600912,5218,3889.0,12422,1533.0,3649,69.9,61555,517.0,9.90801073208126,3.85,13.34,0.58,81.46,30.34,26.77,4.71,11710912.6240234,15517.8701640974,9.715003
2050,601001,2269,2075.0,6648,1083.0,3173,67.7,36250,176.0,7.75672102247686,2.51,53.88,0.55,41.27,23.08,14.02,24.96,9515760.640625,14262.1659847335,0.519119
2051,601002,5479,4058.0,22408,2095.0,8568,64.7,46597,774.0,14.1266654498996,1.9,47.16,1.88,33.38,21.0,11.09,9.16,6816443.20019531,11226.4579470052,0.0
2052,601100,6125,5313.0,24764,2120.0,8571,60.5,43661,1162.0,18.9714285714286,2.34,30.55,3.86,59.79,34.56,20.18,14.43,6895336.38476563,10510.8583883442,0.0
2053,601202,3826,3425.0,15145,1007.0,3986,66.6,68750,205.0,5.35807631991636,4.94,2.58,7.47,84.06,33.99,27.21,6.52,7042733.87890625,10682.0501918216,0.0
2054,601211,2859,2248.0,12771,1068.0,4771,63.9,43873,460.0,16.0895417978314,3.99,37.23,0.0,53.01,14.64,13.66,19.66,6241067.7734375,10199.3802989015,0.375546
2055,601212,6334,4820.0,28039,2048.0,9066,63.1,54671,1430.0,22.576570887275,3.5,31.38,1.38,60.43,30.48,16.33,13.99,6297809.91210938,10124.4865170918,0.0
2056,601301,1933,1392.0,8147,793.0,3342,75.5,65579,81.0,4.190377651319192,13.14,54.69,4.110000000000001,22.45,7.4,1.29,4.64,6614180.86621094,11072.3689020272,0.0
2057,601302,6788,5123.0,14414,2972.0,6311,64.3,62143,1339.0,19.7259870359458,8.67,46.37,4.1,34.87,10.27,7.94,6.81,13128637.4003906,19669.3956253109,2.043632
2058,601303,4973,4140.0,29376,2111.0,12470,63.2,45563,816.0,16.4086064749648,8.15,55.45,3.17,29.85,16.4,8.65,7.07,4719524.78808594,8901.5712116601,0.0
2059,601401,5007,5089.0,8243,1868.0,3075,65.5,50655,1172.0,23.4072298781706,7.29,31.62,4.28,49.72,22.93,10.08,10.36,16933194.3779297,18287.0669747405,0.332187
2060,601402,4840,3733.0,12748,1284.0,3382,61.2,77908,602.0,12.4380165289256,4.5,1.42,1.42,91.44,25.5,20.01,6.11,10584567.265625,13265.2169068231,0.404193
2061,601501,3456,2711.0,18918,1081.0,5917,59.4,36737,1256.0,36.3425925925926,0.75,5.25,0.65,87.42,50.87,26.71,16.22,5092858.12597656,10545.4175891484,0.0
2062,601502,3374,3004.0,17804,817.0,4311,56.7,50000,608.0,18.0201541197392,2.59,1.04,0.36,96.01,46.24,33.82,12.84,5283115.37207031,11514.4757567527,0.0
2063,601600,4188,3396.0,11887,1011.0,2870,59.5,45458,661.0,15.7831900668577,1.01,1.08,6.72,87.76,50.85,27.44,17.13,9821883.21875,12866.045628621,1.345684
2064,601700,4932,3739.0,16850,1200.0,4100,55.6,37045,810.0,16.4233576642336,0.41,6.22,3.87,87.9,35.76,23.38,4.54,8159873.668945311,12647.1543045749,0.0
2065,601801,3484,2124.0,18539,798.0,4246,55.8,41890,653.0,18.7428243398393,0.18,2.54,3.44,93.34,41.81,36.53,16.67,5239211.34960938,10548.5363567843,0.0
2066,601802,3855,2826.0,20624,962.0,5147,57.0,67361,310.0,8.041504539559012,3.09,3.24,3.45,90.22000000000001,42.6,31.21,6.44,5211014.89648438,10562.9374722572,0.0
2067,601900,5104,3601.0,18975,1425.0,5298,58.2,63153,1005.0,19.6904388714734,1.28,30.9,0.25,66.31,26.58,22.58,15.24,7499025.46679688,11034.702644429903,0.0
2068,602002,3049,2261.0,14747,878.0,4247,66.3,61319,226.0,7.41226631682519,3.56,14.94,2.85,76.59,28.04,16.94,8.74,5763859.60546875,10775.7547925993,0.050548
2069,602003,4795,3137.0,19865,1230.0,5096,64.4,47083,344.0,7.17413972888425,2.13,11.17,1.5,84.67,41.35,34.81,13.4,6729146.757812499,10337.4013300405,0.455916
2070,602103,6926,4044.0,21459,2196.0,6804,63.5,34483,1874.0,27.0574646260468,2.66,24.04,3.01,68.37,31.18,15.13,19.25,8997950.96191406,11939.4131364761,0.0
2071,602104,5532,4212.0,19263,1703.0,5930,63.9,54321,1065.0,19.2516268980477,6.19,17.41,3.28,72.43,28.18,19.06,7.97,8006164.71679688,11595.8589257374,0.0
2072,602105,4353,2924.0,17654,1418.0,5751,64.2,51754,680.0,15.6214105214794,9.74,22.26,3.41,62.52,23.05,19.32,11.85,6874249.65820313,10463.5267052322,0.0
2073,602106,5705,4838.0,18021,2193.0,6927,69.5,59360,800.0,14.022787028922,10.25,18.58,10.63,56.32,15.15,11.14,10.07,8825443.40039063,13276.5142327714,0.724536
2074,602201,4603,3177.0,7382,1814.0,2909,74.0,125575,222.0,4.82294155985227,38.63,6.16,17.88,29.54,9.47,3.81,3.91,17383561.78125,19997.2060371049,2.025267
2075,602202,3082,2353.0,16100,1026.0,5360,67.4,82472,287.0,9.31213497728748,13.75,14.71,4.96,65.5,26.22,17.98,12.43,5336756.84863281,9924.253851404068,0.0
2076,602301,6240,5087.0,9047,1924.0,2789,75.0,106488,307.0,4.91987179487179,30.8,3.48,5.65,57.65,13.35,9.57,5.66,19229308.4316406,19331.9361096127,0.279067
2077,602302,5322,3326.0,7077,2016.0,2681,85.1,137051,241.0,4.52837279218339,51.37,3.5,19.26,16.16,3.07,1.74,3.69,20964324.2958984,22810.638793836,1.261129
2078,602402,6799,4954.0,13330,2254.0,4419,72.9,82917,282.0,4.14766877481983,10.66,7.57,11.14,68.63,22.02,11.32,7.55,14218944.4384766,17499.8750450084,0.249156
2079,602403,5225,3631.0,23103,1804.0,7976,61.2,61382,685.0,13.11004784689,6.25,17.82,5.35,68.13,19.25,13.16,10.68,6305101.354492191,10061.7808816837,0.0
2080,602404,5897,3957.0,23650,2030.0,8141,68.3,49038,1449.0,24.5718161777175,7.26,14.46,8.43,61.67,29.39,21.58,10.17,6951424.11816406,11317.626538558996,0.0
2081,602504,4652,3688.0,37480,1862.0,15002,62.1,47357,960.0,20.6362854686157,6.53,34.88,7.79,49.69,21.66,12.12,9.6,3460243.234375,7905.66230870723,0.0
2082,602505,4414,2795.0,35327,1729.0,13838,57.6,46202,1151.0,26.076121431807895,5.17,34.56,1.41,55.44,24.26,22.08,21.57,3483307.68847656,7914.113199336419,1.972249
2083,602506,4441,2977.0,35426,1751.0,13968,60.7,48735,597.0,13.4429182616528,4.22,35.92,4.27,48.56,18.78,12.93,11.26,3494869.27246094,7898.46793424212,0.0
2084,602507,5321,3696.0,42714,1678.0,13470,62.1,53044,534.0,10.0357075737643,4.25,49.02,7.65,38.45,20.73,12.28,9.09,3472928.15039063,7912.747964554111,0.0
2085,602510,3450,2281.0,27528,1242.0,9910,64.0,37813,851.0,24.6666666666667,9.81,34.28,1.06,50.41,25.25,20.17,7.39,3493955.79785156,7935.09612792902,0.0
2086,602511,3581,2900.0,27137,1317.0,9980,64.0,50556,407.0,11.365540351857,2.33,53.53,2.31,39.62,21.66,12.66,10.07,3678853.95214844,8634.70999401686,0.461023
2087,602512,2452,1860.0,21052,588.0,5048,64.4,74228,256.0,10.4404567699837,3.49,5.63,19.01,66.99,34.52,24.52,5.16,3247093.77441406,7903.0446526972,0.0
2088,602513,1577,1280.0,2270,488.0,702,61.9,51500,565.0,35.8275206087508,7.66,45.88,0.0,46.2,21.88,10.0,11.0,19366693.8710938,21253.064661525805,8.552411
2089,602601,4751,3922.0,9478,1697.0,3385,75.0,70125,347.0,7.30372553146706,5.81,68.2,1.2,17.08,9.31,3.03,13.18,13974858.7294922,15883.8106449932,3.815418
2090,602602,3289,2352.0,13127,1117.0,4458,72.8,50491,300.0,9.12131346913956,5.9,61.75,5.15,16.43,9.61,8.970000000000002,6.1,6985004.44628906,10568.3294879208,0.0
2091,602700,3706,2840.0,3865,1285.0,1340,74.9,91484,326.0,8.796546141392342,4.16,70.58,2.6,18.18,13.24,4.12,4.58,26728464.3183594,21546.3393350396,2.857104
2092,602801,4392,2538.0,9073,1279.0,2642,57.8,31477,1016.0,23.1329690346084,0.66,34.71,0.03,63.71,33.81,30.34,31.77,13495609.5126953,15771.1836961766,0.0
2093,602802,4420,3960.0,8573,1282.0,2487,63.5,76810,177.0,4.00452488687783,0.4,60.33,1.05,37.36,14.07,10.48,8.710000000000004,14373633.2041016,16036.5081261218,2.051322
2094,602900,4237,3337.0,3922,1164.0,1077,62.5,59375,752.0,17.7484068916686,3.3,14.95,5.12,75.42,30.72,26.25,19.3,30119431.460937504,27267.792022269397,0.69
2095,603004,1876,1454.0,21538,748.0,8588,67.9,63029,92.0,4.90405117270789,3.04,32.49,29.62,34.56,18.91,11.14,10.47,2428204.72265625,8219.20217172114,0.067901
2096,603005,5677,4897.0,22594,1949.0,7757,67.1,61438,682.0,12.0133873524749,3.11,29.28,15.63,49.99,14.56,13.52,10.19,7004838.32910156,10585.930760817,0.327091
2097,603006,2310,1420.0,8701,870.0,3277,73.4,75756,49.0,2.12121212121212,11.37,4.400000000000001,52.62,29.94,5.92,13.31,12.4,7401009.555664059,10962.7239074764,0.0
2098,603007,4054,2907.0,15665,1391.0,5375,66.0,58715,1184.0,29.2057227429699,1.79,29.11,12.83,52.99,14.0,12.32,21.18,7214936.68554688,14310.1570920022,0.780672
2099,603008,3120,2553.0,17259,957.0,5294,64.3,51304,268.0,8.58974358974359,2.16,17.03,26.82,51.99,29.42,20.8,28.77,5039761.27148438,10823.2837276152,1.10675
2100,603101,4462,3710.0,13108,1613.0,4739,68.9,57568,794.0,17.7947108919767,15.5,7.34,28.86,46.62,13.45,14.8,5.38,9489590.222656248,12652.1906499053,0.0
2101,603102,4061,2790.0,14103,1230.0,4271,73.1,62527,597.0,14.7008126077321,6.76,6.44,39.09,44.35,17.31,25.66,20.57,8027753.663085939,11372.6921457062,4.614044
2102,603200,3242,2874.0,7371,1256.0,2856,73.6,82237,303.0,9.346082665021592,11.87,5.54,52.86,21.12,4.87,15.1,8.12,12261884.7734375,21938.7995524297,0.0
2103,603301,3851,2875.0,10232,1575.0,4185,76.7,63362,487.0,12.6460659568943,8.300000000000002,3.48,49.39,30.08,14.82,18.26,4.89,10492836.8076172,14162.0234690507,1.513073
2104,603302,4469,3388.0,10196,1635.0,3730,70.0,53173,706.0,15.7977176102036,10.42,5.65,49.31,32.75,18.98,22.93,14.45,12218790.5791016,15276.0561044382,0.0
2105,603400,4512,3119.0,10302,1554.0,3548,74.2,66786,197.0,4.36613475177305,21.98,8.98,27.19,35.93,20.17,14.62,8.86,12210552.171875,15598.3091469578,0.601021
2106,603500,3097,2409.0,10081,953.0,3102,79.9,93361,80.0,2.58314497901195,10.16,14.22,19.14,51.68,18.26,12.99,5.48,8564196.3046875,13085.577747841,0.772119
2107,603600,4015,3562.0,11091,1352.0,3735,79.2,77865,494.0,12.3038605230386,21.74,5.96,31.48,36.5,21.06,19.26,6.39,10091920.7783203,13098.2572699822,0.0
2108,603702,5020,4042.0,4985,1585.0,1574,78.0,96964,244.0,4.8605577689243,33.97,1.99,22.27,36.95,13.14,11.41,13.53,28072909.0410156,21879.2108008123,10.459606
2109,603703,2648,1854.0,10519,847.0,3365,78.4,92364,31.0,1.17069486404834,25.25,3.25,25.0,40.24,14.24,10.09,4.95,7017997.03125,10877.3539744742,0.0
2110,603705,2607,2066.0,24923,895.0,8556,69.8,68611,170.0,6.52090525508247,4.2,49.5,5.98,38.51,9.44,6.53,8.54,2916160.13183594,7696.923207485,0.000713
2111,603706,3596,2416.0,24902,1243.0,8608,57.4,42927,1005.0,27.9477196885428,4.9,14.75,4.52,74.28,56.17,34.6,9.59,4025814.9160156306,10235.1132416761,3.459741
2112,603801,4619,3942.0,17945,1448.0,5626,68.6,62866,640.0,13.8558129465252,14.76,12.91,16.22,53.05,24.1,17.12,3.41,7175831.77050781,10842.8047823431,0.310882
2113,603802,3944,3074.0,16192,1159.0,4758,69.4,73602,395.0,10.0152129817444,10.83,17.29,14.27,49.17,23.62,15.48,4.3,6790503.37695313,10519.0736159972,3.733972
2114,603901,3939,2877.0,13867,1310.0,4612,71.1,64886,460.0,11.6780908860117,16.62,7.15,9.15,63.81,16.82,15.19,11.16,7919131.33203125,15734.3727823232,0.17362
2115,603902,3253,2643.0,11213,1036.0,3571,71.3,48258,332.0,10.2059637257916,7.11,4.95,12.7,73.44,32.54,20.43,7.75,8088020.17773438,12042.8072632795,1.411765
2116,604001,4268,3937.0,16772,1328.0,5219,70.2,72147,298.0,6.98219306466729,10.02,6.81,6.57,74.24,34.75,16.51,7.78,7094128.82128906,10693.211292464,0.14672
2117,604002,4889,3325.0,19459,1597.0,6356,67.8,63980,589.0,12.0474534669667,23.48,7.25,15.51,50.99,22.05,9.89,6.31,7004316.52636719,10362.9438280956,0.830641
2118,604101,3908,3247.0,21074,1185.0,6390,71.0,62201,260.0,6.65301944728762,13.14,2.46,5.53,75.39,26.95,16.05,6.69,5169917.8046875,9620.25604737502,0.0
2119,604102,2789,2000.0,13540,882.0,4282,68.5,89347,243.0,8.71280028684116,21.58,3.32,14.94,58.85,18.85,19.05,12.65,5742489.420898439,12105.6703503347,0.328247
2120,604200,6267,4619.0,12907,1831.0,3771,67.1,65625,693.0,11.0579224509335,6.96,32.38,1.71,56.91,26.3,15.11,9.04,13536824.5039063,17893.7863705403,0.0
2121,609900,1808,1639.0,8804,634.0,3087,64.0,77059,239.0,13.2190265486726,24.37,3.08,5.01,60.89,20.01,8.42,11.34,5725250.35644531,14121.9820186462,0.0
2122,620001,4011,3217.0,8777,1694.0,3707,76.6,132153,89.0,2.21889803041636,58.8,5.72,8.73,21.11,4.54,1.09,1.25,12739633.041992202,14713.6321873478,3.186252
2123,620002,3598,2715.0,7865,1539.0,3364,78.2,115000,192.0,5.33629794330183,57.46,3.25,17.49,15.85,2.95,1.18,2.4,12753097.4150391,15826.0381442478,7.506497
2124,620101,5693,4109.0,10883,2310.0,4416,80.0,101389,135.0,2.37133321623046,61.28,7.45,8.41,11.13,3.89,0.88,2.7,14583042.6728516,16146.2418749634,3.020231
2125,620102,3907,2951.0,11605,1731.0,5142,76.1,123167,262.0,6.70591246480676,68.13,1.13,6.04,16.98,3.25,0.95,2.7,9385626.40039063,16012.1653022617,0.078185
2126,620301,4754,2970.0,11854,1667.0,4157,76.5,179032,0.0,0.0,79.65,0.32,7.09,8.970000000000002,1.38,0.27,3.57,11180838.640625,14217.5146169572,1.046697
2127,620303,4716,3382.0,10546,1708.0,3820,76.2,170694,166.0,3.51993214588634,78.96,0.02,12.84,3.59,3.02,0.24,5.64,12466522.5878906,15940.4254159591,3.015921
2128,620400,5347,3864.0,5371,2238.0,2248,81.4,135455,6.0,0.11221245558257,52.87,0.0,26.63,10.42,1.35,0.57,3.1,27751603.9667969,21116.2200466303,9.026813
2129,620501,5819,4220.0,5818,2154.0,2154,81.2,134570,326.0,5.60233717133528,52.72,8.19,14.47,16.88,3.89,0.83,5.94,27884251.9501953,21153.885560398998,1.69825
2130,620521,4367,3147.0,17556,1710.0,6874,78.8,112964,202.0,4.62560109915274,62.25,1.09,16.08,13.07,5.85,1.59,2.34,6934763.33691406,10531.013070796498,0.0
2131,620522,5078,3565.0,17573,1983.0,6862,77.9,127269,216.0,4.253643166601022,58.29,1.25,12.89,15.36,3.17,2.33,8.880000000000004,8055864.710937501,11356.7872200854,0.034809
2132,620601,5912,3768.0,11211,2500.0,4741,78.0,92135,133.0,2.24966170500677,42.61,2.48,23.88,25.16,7.17,1.86,6.3,14701194.8144531,19878.4854504032,0.69926
2133,620602,5435,4384.0,10436,2085.0,4004,79.5,134118,75.0,1.37994480220791,56.58,0.0,18.43,20.79,4.63,1.3,3.84,14518824.216796895,18768.262915894495,1.908275
2134,620701,7053,5634.0,17924,2972.0,7553,80.4,128466,168.0,2.38196512122501,56.28,6.54,10.17,18.57,1.69,0.71,6.56,10969959.0410156,15221.851832283202,0.305069
2135,620703,3663,2389.0,16428,1366.0,6126,83.8,185204,8.0,0.218400218400218,62.69,2.24,14.49,12.89,1.13,0.0,8.28,6215973.01660156,11291.5296011262,0.106999
2136,620704,3712,2483.0,12862,1316.0,4560,82.3,161462,71.0,1.91271551724138,54.82,2.7,24.59,7.12,2.78,0.32,2.56,8045836.24511719,13496.0942036702,6.325672
2137,620801,4369,2961.0,9478,1527.0,3313,75.5,173462,196.0,4.48615243762875,60.0,0.0,26.85,9.38,9.39,0.71,3.01,12850505.0488281,15853.0926612912,0.802247
2138,620802,3140,2584.0,6321,1218.0,2452,76.2,131821,17.0,0.54140127388535,73.55,1.97,14.42,6.97,1.2,0.0,1.18,13848947.999023402,15789.7311567473,4.899915
2139,620901,2649,2125.0,7855,996.0,2953,69.9,215156,56.0,2.11400528501321,66.79,0.0,13.21,10.44,1.6,0.89,2.41,9401916.00878906,12903.2751717912,1.988953
2140,621001,4337,3511.0,11800,1935.0,5265,77.2,139063,98.0,2.25962646991008,74.15,0.29,5.2,12.45,2.51,0.48,3.47,10246304.0351563,16101.6972454118,2.427571
2141,621102,3023,2540.0,14397,1259.0,5996,76.2,161667,85.0,2.8117763810784,69.56,0.47,6.61,11.02,1.73,0.75,3.36,5853873.36425781,10895.9346024901,0.641745
2142,621201,8248,5229.0,13022,2755.0,4350,76.3,115632,258.0,3.12803103782735,57.94,2.81,10.28,19.82,3.29,1.45,3.25,17657400.4609375,17424.5378588692,0.112405
2143,621301,7244,4995.0,12003,2954.0,4895,76.6,110243,274.0,3.78244064053009,64.15,3.74,12.52,12.49,0.2,0.66,4.97,16824509.3603516,17385.5213426194,3.392403
2144,621400,4801,3360.0,9711,2130.0,4308,74.1,109485,121.0,2.5203082691106,63.93,5.92,14.46,10.5,3.48,2.08,5.01,13782481.2958984,16166.929414185,0.028264
2145,650001,5827,4526.0,9372,2224.0,3577,80.1,92674,887.0,15.222241290544,24.35,1.46,45.7,21.62,5.39,9.74,9.1,17333640.0361328,17028.5271019947,0.0
2146,650003,3269,2496.0,16667,1279.0,6521,69.4,71330,344.0,10.5230957479351,22.82,7.34,31.48,33.23,8.73,9.29,5.09,5467803.1796875,9617.7934415261,0.0
2147,650004,4248,3494.0,14371,1591.0,5382,69.6,91375,291.0,6.85028248587571,18.53,5.98,40.81,31.23,9.96,9.07,3.84,8240861.16015625,11730.1631744124,0.0
2148,650101,5779,4638.0,7863,2152.0,2928,78.7,94481,271.0,4.68939262848244,20.63,2.01,53.03,15.65,6.9,6.43,6.95,20490526.238281295,18516.4389646188,2.335261
2149,650102,2228,1729.0,6770,777.0,2361,73.7,94000,46.0,2.06463195691203,35.99,1.63,31.42,24.35,8.79,8.04,4.92,9175299.66113281,13434.4884343574,2.902781
2150,650200,5811,4419.0,6208,1942.0,2075,82.7,103797,340.0,5.85097229392531,35.57,3.43,24.27,29.69,9.19,6.09,5.51,26095701.050781295,30191.1966816517,0.0
2151,650300,6830,5635.0,9426,2431.0,3355,75.5,84612,538.0,7.87701317715959,25.61,3.39,45.96,18.54,6.37,7.08,8.960000000000004,20199812.1777344,21224.1482102291,9.944012
2152,650401,4454,3652.0,3288,1538.0,1135,81.1,155583,52.0,1.16748989672205,41.55,0.99,37.5,14.59,4.3,3.37,5.52,37763560.44531249,32199.9669035753,2.595481
2153,650501,2991,2172.0,7802,1071.0,2794,86.1,119449,0.0,0.0,43.51,0.0,34.84,14.74,6.91,6.77,4.03,10688010.4658203,13603.948368622,1.869525
2154,650502,4245,3557.0,8246,1610.0,3128,85.4,122240,227.0,5.34746760895171,45.41,6.09,25.43,20.38,1.97,4.360000000000001,3.78,14351138.7167969,15581.5739266099,7.514487
2155,650603,3868,3039.0,7849,1444.0,2930,82.8,76897,279.0,7.21302998965874,38.97,5.72,40.96,11.14,2.7,6.91,5.69,13738585.6083984,16171.8156327656,1.706936
2156,650604,5621,4892.0,28244,2549.0,12808,75.4,65712,767.0,13.6452588507383,27.68,2.18,40.86,23.73,6.73,11.18,4.88,5548335.74707031,9489.82469588642,0.0
2157,650605,2943,2127.0,15624,1165.0,6185,78.2,82250,16.0,0.54366292898403,29.23,1.44,45.96,18.61,7.33,6.82,6.76,5251352.70605469,9226.066483598208,3.251549
2158,650606,4462,3439.0,15757,1756.0,6201,64.0,67440,378.0,8.47153742716271,23.08,5.53,55.04,12.73,5.9,10.61,14.1,7894439.459960941,16005.2367119036,0.0
2159,650607,2866,2073.0,14677,1072.0,5490,76.0,116406,0.0,0.0,25.28,7.72,53.9,12.62,0.58,6.13,0.0,5444010.01269531,11200.1925651489,0.0
2160,650701,2676,1977.0,3454,1026.0,1324,84.6,117500,80.0,2.98953662182362,49.84,0.75,25.77,20.45,3.19,5.72,7.98,21598048.0527344,18666.7493461374,0.0
2161,650702,4543,3692.0,8410,1608.0,2977,85.9,122692,16.0,0.352190182698657,49.12,0.33,27.05,12.23,2.63,4.55,3.84,15059765.3300781,16481.1574080185,1.031351
2162,650801,4109,3156.0,14366,1650.0,5769,77.0,115505,171.0,4.161596495497691,15.98,1.11,63.39,11.42,1.68,14.54,3.68,7973688.538085941,13784.825774239,0.0
2163,650802,3467,2259.0,16392,1255.0,5934,69.9,91250,245.0,7.06662820882607,21.88,1.73,66.21,2.86,3.67,11.73,5.08,5896397.09179688,12386.0476507615,12.77699
2164,650901,5947,3907.0,4344,2459.0,1796,70.9,75938,595.0,10.0050445602825,34.06,4.16,26.83,29.66,5.48,2.18,7.65,38164122.0292969,29584.562088143095,0.789059
2165,650903,4444,3772.0,10872,1669.0,4083,72.3,91542,222.0,4.995499549955,24.04,0.93,24.26,44.93,4.03,3.61,7.08,11395810.2128906,17065.9793320093,1.314609
2166,650904,2629,1849.0,7283,1077.0,2984,72.4,98846,110.0,4.18410041841004,14.01,1.49,58.04,22.7,6.71,14.12,11.51,10063205.8154297,16179.408339985397,19.920848
2167,651001,5807,4181.0,10602,1910.0,3487,79.5,105417,301.0,5.18339934561736,34.28,0.97,26.96,32.43,9.35,4.95,8.35,15270388.765625,19082.609643959295,1.274069
2168,651002,4712,3710.0,10306,1777.0,3886,80.7,92344,230.0,4.8811544991511,32.51,3.99,39.46,17.24,4.53,6.58,5.23,12746761.3261719,15498.8819599065,0.0
2169,651101,5057,3596.0,2350,1926.0,895,82.6,98317,166.0,3.28257860391536,33.07,1.66,52.98,7.49,6.7,8.09,8.0,60002744.512695305,37593.992034276,1.176202
2170,651102,3798,3089.0,11717,1722.0,5313,81.0,77958,158.0,4.160084254870992,50.92,3.8,30.55,11.63,1.75,6.6,7.86,9036319.15234375,14019.5876621293,0.443666
2171,651201,4868,3866.0,7234,1767.0,2626,84.5,132031,529.0,10.8668857847165,51.55,0.86,29.27,12.56,3.39,1.71,2.98,18761512.6220703,17306.1303364387,1.023628
2172,651221,3402,2888.0,12654,1427.0,5308,77.9,84625,245.0,7.20164609053498,22.96,5.61,44.36,21.94,3.74,6.34,6.58,7494941.22460938,11370.420749624,0.115756
2173,651222,6137,4509.0,10392,2383.0,4035,72.2,90963,188.0,3.06338601922764,36.15,4.41,39.63,17.23,5.68,7.81,1.31,16464084.3994141,18095.5792571672,2.461451
2174,651302,6257,4509.0,6785,2545.0,2760,83.2,126806,345.0,5.51382451654147,62.2,2.64,14.1,10.09,4.28,7.78,4.82,25709384.926757798,31447.7644844465,1.039818
2175,651401,2586,2073.0,6659,1173.0,3020,79.2,82500,207.0,8.0046403712297,56.76,0.0,29.14,9.88,12.69,8.880000000000004,19.19,10826482.2578125,22279.8870307561,8.55821
2176,651402,6002,4606.0,8498,2318.0,3282,80.0,71512,265.0,4.41519493502166,32.83,0.56,38.42,17.9,3.89,6.27,6.41,19689815.2080078,23718.002939978,2.826409
2177,670001,3359,2852.0,9263,1351.0,3725,76.5,71361,164.0,4.88240547782078,38.88,8.550000000000002,14.72,33.25,11.92,8.2,7.99,10109923.9277344,16601.056192032,2.795021
2178,670002,3894,3124.0,11632,1464.0,4373,74.4,83791,450.0,11.5562403697997,29.84,5.5,19.73,39.18,14.18,8.32,4.89,9332663.19140625,12745.5454977387,0.055098
2179,670003,6207,4766.0,10744,2474.0,4282,73.9,81691,351.0,5.65490575157081,50.92,1.99,18.37,26.0,10.37,1.85,5.01,16105730.4335938,18493.563329684,0.331889
2180,670101,3373,2411.0,7933,1058.0,2488,73.1,64211,1135.0,33.6495701156241,38.75,6.08,4.78,43.85,22.48,4.480000000000002,12.21,11853179.6318359,22682.720274191997,0.0
