OBJECTID,CT20,Pop_20,PopTot_18U,Pop_SqM,Hu_2020,HU_SqM,CRRALL,Med_HH_Inc,Pov100_20,Pov100Rate,PC_NH_wht,PC_NH_Blk,PC_NH_Asn,PC_Hispani,PC_LessTha,PC_Eng_bel,p_no_intnt,Shape__Are,Shape__Len,park_per1k
1,101110,4927,3185.0,11171,1727.0,3916,63.3,74625,462.0,9.37690278059671,61.0,0.43,10.35,24.55,9.86,9.14,13.95,12295621.3564453,15083.8542859501,0.394777
2,101122,3742,3513.0,3666,1366.0,1338,66.6,93125,133.0,3.5542490646713,76.69,3.59,10.34,4.42,13.35,8.6,6.64,28457743.5634766,31671.4558406493,6.528126
3,101220,3334,3035.0,12356,1325.0,4911,59.3,55682,496.0,14.877024595081,43.95,2.49,10.33,40.29,21.22,22.31,16.71,7522092.633789059,12698.7838090554,0.0
4,101221,3413,3111.0,24960,1356.0,9917,58.1,46274,590.0,17.2868444184002,53.5,5.62,7.05,31.21,25.52,24.91,34.1,3811999.6660156306,9161.71054242555,0.0
5,101222,2740,2167.0,23935,1016.0,8875,57.7,30016,951.0,34.7080291970803,53.96,0.15,2.39,43.5,16.47,23.35,15.38,3191370.85546875,9980.60046018293,0.416922
6,101300,4257,3330.0,4273,1599.0,1605,56.9,87066,259.0,6.0840967817712,80.43,4.6,3.72,9.62,9.16,9.16,9.8,27773766.066406295,29384.8605989579,0.274858
7,101400,3957,2708.0,1624,1493.0,613,43.0,66210,179.0,4.52362901187769,69.53,0.4,9.09,15.77,9.79,11.12,5.61,67915323.0556641,42668.9289818558,17.81584
8,102103,2175,1421.0,4748,781.0,1705,69.0,59005,18.0,0.827586206896552,75.0,1.09,12.6,8.960000000000004,4.29,5.0,6.47,12770232.6542969,16349.9350004355,20.981552
9,102104,3921,3456.0,6123,1344.0,2099,71.9,98973,265.0,6.75847997959704,68.81,1.98,11.51,12.4,7.96,7.23,10.07,17851202.5253906,27555.4663570132,18.170346
10,102105,1843,1455.0,9688,555.0,2917,63.0,82438,167.0,9.0613130765057,23.04,0.56,4.230000000000002,67.17,17.39,8.32,4.79,5303654.19921875,9962.25112556068,0.290037
11,102107,4050,3462.0,812,1293.0,259,53.7,83200,395.0,9.753086419753092,61.71,1.54,10.26,23.57,11.35,4.91,10.15,139083341.077148,63679.4342636434,46.463916
12,103101,2716,2021.0,3466,981.0,1252,67.3,109000,70.0,2.57731958762887,67.35,0.76,6.4,23.39,10.34,4.75,1.4,21846686.8642578,25422.1276346165,0.0
13,103102,4718,4022.0,9847,1687.0,3521,61.4,71038,254.0,5.38363713437897,59.33,0.0,9.9,27.4,16.46,16.93,10.1,13357089.8369141,16530.3942593289,0.001132
14,103201,4710,3286.0,6241,1444.0,1913,59.5,73844,555.0,11.7834394904459,61.27,1.06,9.37,26.21,10.41,5.96,4.82,21039344.7734375,18231.1693739708,4.791069
15,103202,1966,2102.0,1075,671.0,367,55.6,106125,0.0,0.0,38.42,1.4,4.75,32.43,10.09,3.57,12.05,50999127.7324219,45719.3685482505,4.889832
16,103300,3925,2945.0,1655,1394.0,588,56.9,113568,137.0,3.49044585987261,75.68,0.11,8.050000000000002,12.13,3.7,1.09,8.42,66105765.8222656,37338.6863131746,19.776599
17,103401,2461,2280.0,4548,995.0,1839,65.0,109271,124.0,5.03860219422999,68.68,0.0,16.64,10.17,9.08,5.09,7.87,15085817.3076172,20468.5995129889,0.0
18,103402,4071,3143.0,9594,1472.0,3469,61.0,112306,219.0,5.379513633014,55.92,2.11,18.0,21.16,13.65,4.68,6.24,11829767.9785156,14650.197627316,0.0
19,104103,3843,3183.0,10488,831.0,2268,76.3,102128,114.0,2.9664324746292,10.15,13.61,7.56,66.41,24.69,16.93,7.22,10215165.9921875,13241.1920628682,0.0
20,104105,6032,4272.0,26723,1510.0,6690,72.5,50483,1385.0,22.960875331565,4.04,4.2,5.32,82.58,41.62,29.54,18.56,6292902.125,11640.1902299139,0.0
21,104108,5877,4154.0,13881,1325.0,3130,57.6,51207,979.0,16.6581589246214,4.94,4.95,1.73,87.16,36.52,23.38,21.27,11803024.8916016,18965.7732686534,0.01485
22,104124,4377,3083.0,2530,1257.0,727,69.2,71000,305.0,6.96824308887366,28.65,13.51,9.5,47.7,17.35,8.92,10.84,48221678.2041016,39589.71218756841,9.432719
23,104201,4398,3667.0,10450,800.0,1901,64.5,71447,533.0,12.1191450659391,1.12,9.11,0.0,89.23,39.51,24.41,15.62,11732587.4482422,14811.3536147763,0.0
24,104203,4883,3904.0,17865,987.0,3611,60.3,45972,1366.0,27.9746057751382,1.44,6.44,0.74,90.96,41.47,42.09,10.39,7620036.2675781315,11052.5284972701,0.424906
25,104204,3311,2820.0,3219,770.0,749,64.6,59844,360.0,10.8728480821504,8.69,4.51,5.24,78.85,32.55,21.24,10.08,28675847.3085938,30208.0051756411,3.01658
26,104310,4414,3531.0,7579,765.0,1313,56.5,90893,389.0,8.81286814680562,2.16,1.37,0.32,94.11000000000001,44.32,26.73,14.27,16237239.8837891,19099.5181640779,1.308406
27,104321,2945,2536.0,14674,533.0,2656,48.1,31645,441.0,14.9745331069609,1.41,4.16,0.9,91.75,39.67,35.69,12.92,5595200.69238281,10641.6984459666,0.0
28,104322,2148,1500.0,8037,405.0,1515,52.4,66083,103.0,4.7951582867784,3.09,2.44,1.15,92.17,58.4,44.67,32.62,7451302.53027344,14607.5628447965,0.0
29,104401,3023,2257.0,11496,560.0,2130,57.0,59464,663.0,21.9318557724115,1.69,0.67,1.24,96.39,44.66,34.2,14.4,7330831.844726559,12432.0534503987,4.64478
30,104403,2950,2138.0,11025,531.0,1984,57.3,68929,340.0,11.5254237288136,0.0,0.0,4.7,95.3,36.81,28.2,17.71,7459610.76953125,16071.5334035296,2.018786
31,104404,3082,2593.0,14794,580.0,2784,50.2,53594,757.0,24.5619727449708,1.87,0.0,2.7,95.43,44.93,29.39,22.21,5807918.47558594,10935.7094637314,0.0
32,104500,3153,2086.0,15380,533.0,2600,54.2,65956,825.0,26.1655566127498,0.73,0.03,0.0,98.6,43.29,33.56,16.69,5715190.49414063,11300.6651920789,0.0
33,104610,3665,2526.0,16032,587.0,2568,50.1,57188,315.0,8.59481582537517,1.87,0.0,0.0,97.47000000000001,45.65,36.5,22.78,6373155.8125,11599.538066845,0.0
34,104620,3202,2742.0,15614,600.0,2926,64.7,68750,407.0,12.7108057464085,2.05,0.28,0.0,97.67,42.85,33.92,15.85,5716992.29980469,11300.4366117538,0.0
35,104701,4615,2717.0,21714,397.0,1868,48.1,42542,1403.0,30.4008667388949,1.31,2.02,0.33,95.73,50.17,35.22,26.64,5925044.87011719,11097.8773429889,1.473959
36,104703,2585,1746.0,5731,559.0,1239,49.0,42589,546.0,21.1218568665377,6.43,7.3,0.0,85.64,38.2,24.8,10.12,12573746.21875,15301.0496626503,0.0
37,104704,4721,3058.0,7353,1169.0,1821,54.2,44647,1380.0,29.2310951069689,5.72,8.73,1.5,81.41,28.35,23.77,6.37,17900181.9082031,16925.9887212681,3.053549
38,104821,3506,2416.0,17076,728.0,3546,58.5,70655,504.0,14.37535653166,3.37,2.11,2.91,90.54,36.67,25.29,10.96,5723796.1796875,11302.2410355999,0.0
39,104822,2385,1900.0,10222,474.0,2032,68.4,53542,417.0,17.4842767295597,2.92,0.31,5.88,89.98,44.74,28.26,13.38,6504668.79296875,13769.4332826707,0.0
40,104823,3046,2415.0,14849,619.0,3018,64.6,90852,541.0,17.7609980302035,2.3,0.0,10.27,87.44,45.63,30.68,15.88,5718767.15136719,11300.8036387327,0.045202
41,104824,2144,1967.0,9380,419.0,1833,57.3,73365,63.0,2.9384328358209,1.33,0.72,1.59,94.09,42.25,16.68,14.17,6371995.35058594,11599.9838372231,0.0
42,106010,3418,2529.0,3516,947.0,974,69.3,96964,122.0,3.56933879461673,21.49,3.22,2.38,69.77,11.86,5.69,5.26,27098616.7617188,23979.4937366626,3.681241
43,106020,5592,4339.0,7178,1419.0,1821,74.4,85800,949.0,16.9706723891273,16.67,0.27,1.3,80.52,27.4,18.02,2.69,21718323.7636719,23226.0291969708,2.575567
44,106111,4368,3536.0,4060,1362.0,1266,59.1,107277,177.0,4.0521978021978,26.13,4.27,8.4,60.64,20.93,6.73,4.230000000000002,29992030.221679695,28008.800013197695,18.311336
45,106112,6238,4043.0,5005,1506.0,1208,72.6,96688,619.0,9.923052260339848,17.47,3.91,8.210000000000004,68.24,17.12,7.02,7.88,34747532.1845703,49778.5089823188,0.0
46,106113,3951,2879.0,7090,1002.0,1798,74.3,99952,159.0,4.02429764616553,15.38,3.83,6.44,73.3,22.06,11.36,1.75,15535764.4072266,19829.407023429,0.0
47,106114,6628,4575.0,16924,1702.0,4346,62.1,65970,1064.0,16.053108026554,4.87,2.42,10.04,82.37,32.46,18.62,12.55,10918013.3076172,17233.4551897656,3.8e-05
48,106403,3701,2647.0,8671,811.0,1900,66.4,82875,145.0,3.91786003782761,8.0,1.35,0.23,87.78,43.45,19.3,14.74,11899848.7216797,14300.5663989191,5.410727
49,106405,3967,3344.0,8770,1128.0,2494,66.9,64490,967.0,24.3761028485001,15.12,6.68,1.29,75.34,39.62,13.19,7.59,12611159.7919922,14491.7519685313,0.0
50,106406,6163,5039.0,7927,1553.0,1998,74.2,89059,241.0,3.91043323056953,21.23,1.11,6.98,69.45,31.55,13.16,3.87,21673389.519531302,21131.5079976158,0.006789
51,106407,2896,1910.0,32315,915.0,10210,65.9,33125,824.0,28.4530386740331,10.96,7.49,4.58,75.52,36.96,18.22,18.71,2498435.38769531,6355.67193295246,0.0
52,106408,3422,2478.0,38695,999.0,11296,55.2,54038,543.0,15.8679135008767,4.110000000000001,1.96,2.93,90.29,21.35,18.52,13.87,2465456.70214844,6295.67878347594,0.0
53,106510,5801,4451.0,2595,1515.0,678,66.8,85032,463.0,7.98138252025513,14.12,3.41,20.41,61.01,19.88,9.57,8.1,62320912.9638672,37019.917760376,6.013851
54,106520,5703,4448.0,6697,1040.0,1221,63.8,71435,818.0,14.3433280729441,6.74,0.04,2.08,90.95,27.65,23.52,10.1,23741526.4511719,19779.3007101767,0.0
55,106603,3030,2889.0,760,994.0,249,78.3,130806,40.0,1.32013201320132,48.77,2.35,17.88,28.21,5.64,3.05,2.1,111084787.791992,48440.463658370805,237.05229
56,106604,5431,3319.0,5368,1257.0,1243,61.9,56794,387.0,7.12575952863193,4.59,2.47,2.03,89.39,32.06,22.69,6.86,28203053.5898438,26326.170547787704,0.238179
57,106641,2363,1757.0,5390,790.0,1802,82.1,111000,122.0,5.16292848074482,72.57,0.62,12.73,6.03,9.16,11.33,7.68,12221119.8613281,19091.784705384,0.0
58,106642,3398,2646.0,5579,1094.0,1796,83.6,112273,319.0,9.387875220718072,60.26,4.37,7.62,23.92,4.88,4.16,7.69,16979505.9667969,20368.8791497992,0.0
59,106643,4101,3722.0,2448,1350.0,806,73.5,176429,2.0,0.048768593026091,53.76,0.33,21.57,13.15,6.15,9.89,1.74,46699507.1113281,32813.7806277749,2.897088
60,106645,3531,3211.0,3618,1210.0,1240,79.2,114295,133.0,3.7666383460776,58.99,1.13,15.37,22.08,6.6,4.05,5.28,27207863.299804695,30208.292936382895,0.103242
61,106646,3360,2524.0,5896,989.0,1735,77.7,111758,150.0,4.46428571428571,38.24,5.32,20.34,31.14,11.49,7.09,7.48,15888375.2685547,23434.587141189,0.0
62,106648,4826,3029.0,15765,1090.0,3561,59.0,72165,782.0,16.2038955656859,2.91,0.28,0.0,96.51,36.81,26.77,22.65,8534183.94824219,13655.9663901387,0.0
63,106649,2795,2229.0,6507,704.0,1639,76.3,94471,136.0,4.86583184257603,7.27,1.68,16.22,72.33,29.25,17.14,8.12,11975572.9414063,20764.1805127604,7.757584
64,107010,3237,2535.0,12246,667.0,2523,59.5,71546,184.0,5.68427556379364,2.07,0.34,1.14,95.9,26.94,24.58,11.3,7369001.022460941,12974.1186447476,0.0
65,107020,5503,3875.0,14341,1234.0,3216,69.0,80739,746.0,13.556242049791,3.77,0.16,5.59,90.05,32.67,21.68,7.89,10697864.2041016,14666.2688055176,0.266993
66,108101,2343,1997.0,5377,806.0,1850,84.0,141250,143.0,6.10328638497653,56.58,1.48,20.71,19.02,10.47,7.11,4.01,12147387.642578099,14665.5844292882,4.333647
67,108102,3831,2659.0,4544,1284.0,1523,77.8,109091,355.0,9.266510049595412,38.47,3.19,50.35,6.55,7.63,8.42,2.61,23504175.0527344,18955.3382244331,7.905314
68,108103,3195,2633.0,3227,1067.0,1078,78.1,130585,30.0,0.938967136150235,54.28,0.0,24.37,14.34,4.9,7.29,2.1,27606102.2763672,36634.5332865566,60.605495
69,108104,1706,1320.0,5350,585.0,1834,85.2,150125,0.0,0.0,64.63,1.93,24.86,8.31,4.92,3.64,5.57,8890331.62011719,14765.7392066017,12.761715
70,108202,8684,5985.0,3762,3359.0,1455,66.7,135603,96.0,1.1054813450023,28.8,21.13,36.83,8.460000000000004,10.73,7.7,2.4,64352782.1210938,35898.2314120776,13.433463
71,108203,3520,2638.0,6644,1250.0,2359,79.2,128646,17.0,0.482954545454545,31.29,13.44,42.53,6.6,4.21,6.94,2.48,14770769.890624998,16693.5650742224,6.390047
72,108204,1814,1363.0,3280,652.0,1179,71.1,125536,0.0,0.0,46.59,3.54,48.12,0.48,4.77,7.04,0.79,15420095.8798828,22338.8768579137,38.358412
73,109100,2960,2214.0,2833,682.0,653,50.3,70000,132.0,4.45945945945946,30.11,2.23,13.71,53.68,26.51,23.4,14.81,29123462.7011719,26332.228375689698,6.248236
74,109200,3182,2092.0,8105,1050.0,2674,72.9,111293,10.0,0.314267756128221,23.09,4.08,30.37,41.99,9.08,4.21,8.07,10945273.366210902,16021.0511661415,0.0
75,109300,3153,2406.0,6623,910.0,1912,77.8,96339,127.0,4.027909927053601,33.91,0.65,16.54,45.43,9.64,8.19,8.03,13271683.3505859,17491.549535017,1.129292
76,109400,3798,3301.0,7621,1051.0,2109,67.9,83986,201.0,5.29225908372828,12.34,0.47,2.65,80.46,24.6,24.93,15.99,13893160.9023438,17559.4018237451,0.579062
77,109500,4508,3255.0,9775,982.0,2129,53.5,53594,820.0,18.189884649512,2.37,0.08,3.6,93.94,38.62,29.55,17.53,12856453.7626953,20586.1265892086,0.344975
78,109601,5056,3946.0,5826,1287.0,1483,75.5,95820,141.0,2.78876582278481,22.47,0.78,6.19,66.64,19.34,7.58,4.01,24194049.0996094,20083.1761239477,0.956666
79,109603,4209,3301.0,10914,1299.0,3368,72.2,65060,756.0,17.9615110477548,12.47,2.22,12.38,71.23,16.0,13.54,12.01,10751114.5556641,13424.2843391474,0.0
80,109604,2979,2432.0,6568,914.0,2015,70.4,91776,205.0,6.88150386035582,15.6,2.02,8.83,68.5,15.21,8.84,3.48,12645174.2441406,14357.4695865405,0.0
81,109700,4376,3901.0,7143,1396.0,2279,76.7,103153,353.0,8.06672760511883,39.02,7.44,12.22,38.1,11.38,7.9,7.17,17079329.3427734,17939.9053508987,0.0
82,109800,4703,4077.0,8705,1443.0,2671,74.8,87750,220.0,4.67786519243036,30.99,1.24,14.86,50.85,14.5,8.78,6.91,15061830.2666016,16580.2293742995,0.0
83,111100,3100,2546.0,7581,951.0,2326,77.6,107386,107.0,3.45161290322581,29.85,2.69,21.29,41.92,13.86,6.64,6.74,11400603.0742188,13561.9651428918,0.0
84,111201,3697,2731.0,5006,1143.0,1548,79.6,102266,123.0,3.32702190965648,42.12,0.29,14.89,41.92,10.73,3.3,2.36,20587432.4228516,25205.2458803688,0.0
85,111202,5478,4445.0,7601,1830.0,2539,76.6,115799,208.0,3.79700620664476,41.89,1.79,20.95,32.7,9.74,9.79,4.320000000000001,20091110.0009766,20759.9587879326,0.0
86,111204,5909,4822.0,4622,1952.0,1527,85.5,150732,23.0,0.389236757488577,49.6,3.05,22.51,19.09,7.63,8.11,1.93,35639243.4892578,25934.6482634954,3.613107
87,111205,3898,2987.0,8711,1304.0,2914,65.7,67482,136.0,3.48896870189841,37.26,4.17,33.06,19.95,1.54,5.46,1.66,12474960.65625,14717.2703272872,8.557516
88,111206,4726,3519.0,4667,1525.0,1506,82.0,122014,77.0,1.62928480744816,50.72,0.73,17.26,26.17,7.3,0.94,2.46,28228463.081054695,24118.1239699275,0.0
89,111302,4670,4468.0,7790,1672.0,2789,72.6,62289,607.0,12.9978586723769,42.13,8.41,20.73,25.24,6.74,7.25,4.8,16712782.2705078,17844.4824364565,0.0
90,111303,4405,3314.0,7296,1467.0,2430,73.5,98617,261.0,5.92508513053348,46.54,1.37,21.7,27.28,6.76,6.73,10.51,16832231.5878906,18129.8700624668,0.0
91,111304,3302,2313.0,19552,1334.0,7899,59.1,57581,468.0,14.1732283464567,17.19,10.07,21.84,44.69,10.29,5.19,12.16,4708175.11621094,8773.51630499463,0.0
92,111401,2452,1847.0,7554,776.0,2391,77.1,124946,11.0,0.448613376835236,49.68,0.0,20.7,29.62,8.18,2.22,6.9,9049528.93945313,12356.9405782131,0.0
93,111402,5302,5378.0,14140,1920.0,5121,70.9,47967,1068.0,20.1433421350434,36.57,5.98,11.05,45.86,22.8,14.21,13.05,10453334.445312498,13233.1028871876,3.458386
94,113101,3456,3113.0,3947,1148.0,1311,70.8,108587,228.0,6.59722222222222,61.42,4.09,13.87,18.19,12.59,6.94,7.74,24410142.112304695,21415.0656599441,0.0
95,113102,2983,2361.0,2105,1030.0,727,76.2,154514,76.0,2.54777070063694,64.86,1.72,14.12,18.22,5.63,2.84,6.17,39509556.765625,24896.2429790696,19.313154
96,113211,4289,3503.0,1525,1500.0,533,72.0,93571,199.0,4.63977617160177,59.33,8.470000000000002,15.24,14.33,5.31,2.43,1.66,78395455.0898438,37917.3610156378,181.655754
97,113212,3204,2498.0,8311,1071.0,2778,76.6,94464,204.0,6.36704119850187,33.62,4.400000000000001,30.15,28.42,12.33,9.45,8.36,10747373.6376953,14207.1399006666,0.0
98,113213,4582,4424.0,9123,1660.0,3305,73.8,112222,159.0,3.47010039284155,32.41,5.13,20.1,32.98,6.28,4.41,1.75,14001134.3847656,16855.5137272955,0.0
99,113231,2229,1853.0,1394,829.0,519,64.3,113929,59.0,2.64692687303724,63.3,2.73,10.51,8.04,7.99,2.0,1.04,44571715.744140595,42865.9366828118,0.185755
100,113232,4293,3577.0,5383,1512.0,1896,79.6,126424,217.0,5.05474027486606,57.53,4.55,14.5,16.32,6.04,2.21,2.14,22234493.9160156,23602.8906006658,1.691664
101,113234,4513,3945.0,11428,1304.0,3302,69.8,61580,513.0,11.3671615333481,23.61,1.56,17.91,56.19,26.21,23.19,5.72,11009759.1142578,16791.6077298085,0.0
102,113235,1843,1347.0,3346,415.0,753,64.6,105333,178.0,9.6581660336408,52.03,7.53,2.3,24.96,3.79,0.82,7.42,15356123.053710902,28934.9317580923,0.397143
103,113237,3963,3900.0,2162,1498.0,817,66.3,116696,217.0,5.47564976028261,40.15,12.93,10.91,27.52,3.49,2.13,3.89,51094986.5830078,36475.0013645549,29.410423
104,113238,5119,3562.0,18683,1634.0,5964,64.5,57523,497.0,9.70892752490721,14.21,8.02,18.8,57.66,18.08,19.29,13.27,7638426.45410156,10875.5283481233,0.277291
105,113239,2203,1762.0,13140,925.0,5517,56.5,44698,230.0,10.4403086699955,18.23,1.6,14.25,64.68,10.39,7.49,17.43,4673877.33886719,9752.94739320705,0.0
106,113301,3672,3144.0,4219,1503.0,1727,47.6,84975,223.0,6.07298474945534,57.5,5.31,19.66,16.21,4.480000000000002,5.79,6.22,24263386.4345703,22624.962372788697,0.0
107,113303,4178,3069.0,2642,1405.0,889,64.6,88567,317.0,7.58736237434179,50.62,3.02,15.32,28.47,11.57,6.16,7.11,44083459.1582031,31068.554943167,0.0
108,113322,4218,3684.0,6115,1438.0,2085,81.7,96387,243.0,5.76102418207681,43.93,11.65,13.68,27.71,6.19,4.34,6.85,19231486.847656295,20151.4538268169,0.0
109,113323,3939,3387.0,14094,1599.0,5721,66.9,77596,351.0,8.91089108910891,38.64,5.83,11.67,39.51,7.56,3.54,5.36,7791572.47265625,11024.0087743372,0.0
110,113324,2036,1859.0,16254,847.0,6762,67.4,86347,12.0,0.589390962671906,14.06,10.86,14.21,60.27,10.92,23.45,3.6,3492170.49023438,7928.5099292312,0.0
111,113423,2585,2189.0,9422,874.0,3185,75.9,96108,186.0,7.19535783365571,25.59,2.55,7.79,57.04,11.19,8.86,8.4,7649036.11425781,11075.113963054,0.0
112,113424,3574,2841.0,5317,1291.0,1921,63.1,89661,369.0,10.3245663122552,29.12,1.83,18.21,43.97,15.35,7.39,8.08,18739915.4472656,20657.8941246006,0.0
113,113425,4042,3115.0,30857,1320.0,10077,63.3,55791,489.0,12.097971301336,19.26,6.97,7.08,64.35,18.59,19.9,7.77,3651865.33300781,7977.65394359814,0.0
114,113426,2486,2000.0,3451,779.0,1081,68.9,62443,349.0,14.0386162510056,34.51,1.91,25.19,36.83,16.3,20.95,9.09,20084002.2626953,21380.9111722015,0.0
115,113427,3030,1509.0,30274,1122.0,11210,64.4,55811,124.0,4.092409240924092,27.85,11.92,20.96,36.27,12.39,14.12,18.62,2790247.359375,9033.4108180634,0.0
116,113428,3408,3372.0,6948,1035.0,2110,76.6,107522,299.0,8.77347417840376,54.12,1.58,10.6,31.77,8.300000000000002,5.46,10.39,13674399.8417969,15162.1913215064,4.786547
117,115101,5147,4131.0,3434,1755.0,1171,75.6,130511,417.0,8.101806877792892,53.14,4.89,13.18,21.74,3.92,5.3,4.150000000000001,41786208.7519531,26402.1772268264,1.771468
119,115104,4445,4192.0,11286,1926.0,4890,58.5,54814,1096.0,24.6569178852643,31.87,17.84,22.23,25.29,5.44,4.440000000000002,3.48,10980251.0625,20303.80298673,0.0
120,115202,5212,5749.0,7753,1952.0,2904,65.8,64429,809.0,15.5218726016884,25.17,8.27,13.75,47.77,12.61,5.76,3.91,18742318.7939453,18760.6301536974,1.387731
121,115203,2775,2118.0,11885,1284.0,5499,63.7,69609,369.0,13.2972972972973,49.62,1.24,8.33,40.8,12.23,5.62,11.35,6509085.229492189,13182.1395241269,0.0
122,115204,4200,3502.0,14114,1733.0,5824,64.1,83176,629.0,14.9761904761905,49.24,13.3,15.0,19.29,6.57,3.23,3.71,8295903.27148438,12905.2672212777,0.0
123,115301,4242,3720.0,6695,1563.0,2467,65.1,99938,297.0,7.001414427157,43.35,3.7,29.84,19.69,7.26,7.61,9.36,17664625.859375,21878.470719881698,2.254179
124,115302,4071,2979.0,12586,1043.0,3225,68.0,52679,929.0,22.8199459592238,11.94,4.12,9.83,73.59,33.3,32.7,18.25,9017482.487304688,12561.9484733264,0.0
125,115401,6038,4641.0,8209,2089.0,2840,67.9,61875,971.0,16.0814839350778,31.56,3.38,16.73,46.08,19.2,19.24,6.47,20505497.2607422,20433.0942489992,0.0
126,115403,3269,2580.0,12032,1053.0,3876,61.9,58013,887.0,27.133680024472305,12.32,7.84,15.12,60.24,20.27,20.47,4.41,7574458.01757813,11112.5969802638,0.0
127,115404,2982,2329.0,8102,893.0,2426,59.3,69688,399.0,13.3802816901408,20.75,8.35,16.71,47.19,16.32,12.54,9.16,10260635.4384766,13012.0762587638,0.0
128,117101,5250,3861.0,17445,1423.0,4729,69.8,87014,558.0,10.6285714285714,17.1,8.44,30.82,37.32,13.31,19.01,5.74,8389682.484375,11700.7286064353,0.0
129,117102,2726,2218.0,6798,823.0,2052,66.5,65833,196.0,7.19002201027146,21.42,1.97,12.17,62.08,20.6,21.15,16.42,11180019.3173828,13727.9866453759,0.0
130,117201,4524,3610.0,14802,1227.0,4015,67.5,50972,1101.0,24.3368700265252,10.2,1.79,13.15,69.57,17.81,16.18,7.89,8520574.34375,13684.2556356044,0.0
131,117202,2736,2374.0,3907,755.0,1078,68.7,93214,107.0,3.91081871345029,30.91,6.3,17.57,41.37,15.75,7.46,5.22,19522776.1523438,18091.282220369,0.0
132,117301,3959,3025.0,7699,1243.0,2417,85.1,116333,19.0,0.479919171507957,42.4,1.82,17.12,36.02,11.21,6.12,3.27,14335348.9433594,16182.3755043466,0.0
133,117302,5380,3803.0,6792,1765.0,2228,73.8,104554,306.0,5.68773234200744,40.55,8.19,21.9,23.13,13.65,7.52,8.74,22083821.5917969,26192.5870129718,0.0
134,117303,3656,3445.0,5259,1064.0,1531,75.4,101146,454.0,12.417943107221,27.01,3.8,13.94,52.96,10.77,3.6,4.69,19379948.1787109,18107.4786183119,0.690474
135,117404,4539,4360.0,6659,1395.0,2046,70.0,109242,306.0,6.74157303370786,32.59,7.14,10.91,45.86,8.970000000000002,6.88,6.54,19003850.080078095,17700.6526579146,0.0
136,117405,3368,2310.0,43222,879.0,11280,56.3,40202,1229.0,36.4904988123515,3.54,2.81,0.79,92.87,41.17,39.22,16.72,2172354.12402344,5943.240608728,0.0
137,117407,3483,2386.0,45488,937.0,12237,57.8,39397,1136.0,32.6155612977318,0.48,1.88,2.58,94.35,45.77,42.88,21.17,2134618.85644531,5893.74273784276,0.0
138,117408,2897,1840.0,19930,834.0,5737,60.3,40718,1054.0,36.38246461857089,4.71,11.56,9.45,73.49,27.99,25.49,9.39,4052431.7646484394,8246.91611375913,0.0
139,117510,4175,2557.0,32270,1064.0,8224,56.7,45332,819.0,19.6167664670659,10.49,3.09,6.45,79.98,38.8,24.17,13.9,3606833.32128906,8181.306059816261,0.0
140,117520,3942,2904.0,31348,1022.0,8127,52.2,42738,1240.0,31.4561136478945,5.92,4.57,6.37,82.51,36.29,27.86,6.65,3505710.38574219,7772.56395358544,0.811065
141,117530,5867,4418.0,27289,1636.0,7609,58.1,49886,1267.0,21.5953638997784,4.22,0.5,14.24,79.86,38.5,35.02,18.06,5993764.5625,9950.760444123101,0.0
142,119001,4082,3660.0,9852,946.0,2283,79.1,90238,331.0,8.10877021068104,10.32,0.26,19.75,68.54,36.58,19.62,6.03,11551196.3740234,13964.984199516399,3.328556
143,119003,3856,3406.0,11727,780.0,2372,64.9,94219,200.0,5.18672199170125,2.37,3.91,5.08,86.85,44.36,27.39,3.77,9166982.64257813,12879.8929790271,0.0
144,119004,2763,2529.0,8424,541.0,1650,64.5,84028,120.0,4.34310532030402,3.19,1.04,10.14,84.7,32.03,21.95,20.8,9143478.71582031,12940.1039607066,0.0
145,119201,3865,3472.0,10514,835.0,2271,74.3,91597,609.0,15.7567917205692,5.96,0.7,4.47,87.23,33.06,19.59,10.57,10248164.6435547,12948.1075642902,0.0
146,119202,4408,3848.0,11774,1015.0,2711,72.7,75305,428.0,9.70961887477314,3.7,0.59,2.84,91.97000000000001,40.33,22.4,5.96,10437023.7558594,16864.1243251702,0.160611
147,119310,3962,3571.0,23933,1152.0,6959,72.1,61250,457.0,11.5345784957092,16.62,6.82,17.29,59.11,22.01,22.15,12.37,4615163.00488281,10049.0507831881,0.672137
148,119320,4792,3568.0,24993,1275.0,6650,66.7,74792,289.0,6.03088480801336,4.5,4.75,18.06,72.29,27.41,29.6,7.83,5345155.578125,9352.133115894301,0.336389
149,119340,3588,2551.0,76084,1057.0,22414,53.7,34825,1332.0,37.123745819398,1.24,6.0,1.91,90.85,46.06,40.18,24.29,1314702.02441406,4632.27868119578,0.0
150,119341,2868,2353.0,22762,798.0,6333,68.2,50168,363.0,12.6569037656904,8.710000000000004,3.93,22.09,64.96,37.82,36.42,21.35,3512711.17773438,8359.54226122732,0.0
151,119342,3085,2156.0,36471,753.0,8902,67.6,65149,344.0,11.1507293354943,7.84,1.66,14.09,75.54,27.83,21.15,4.97,2358167.72949219,6104.94540581485,0.0
152,119400,4895,4301.0,11305,1101.0,2543,72.8,89281,445.0,9.09090909090909,8.03,1.11,9.02,80.12,37.94,26.46,13.97,12071383.0751953,14163.2245149545,0.0
