OBJECTID,CT20,Pop_20,PopTot_18U,Pop_SqM,Hu_2020,HU_SqM,CRRALL,Med_HH_Inc,Pov100_20,Pov100Rate,PC_NH_wht,PC_NH_Blk,PC_NH_Asn,PC_Hispani,PC_LessTha,PC_Eng_bel,p_no_intnt,Shape__Are,Shape__Len,total,pct_walk,unwalkable,unwalkab_1,unwalkab_2,unwalkab_3,unwalkab_4,unwalkab_5,unwalkab_6,unwalkab_7,unwalkab_8,unwalkab_9,unwalkab10,unwalkab11,unwalkab12,unwalkab13,unwalkab14,unwalkab15,unwalkab16,unwalkab17,unwalkab18,unwalkab19
"1074","296300","4889","3860","11914","1964","4786",66.700000000000003,"85750","301",6.156678257312330,39.420000000000002,4.660000000000000,29.660000000000000,24.120000000000001,8.680000000000000,4.300000000000000,4.500000000000000,11439880.341796899214387,17040.112185101501382,1062640.598000,,,,,,,,,,,,,,,,,,,,,
"1075","296401","3117","2683","8170","1318","3455",75.299999999999997,"85733","28",0.898299647096567,48.920000000000002,9.630000000000001,11.279999999999999,28.870000000000001,8.420000000000000,4.140000000000000,4.170000000000000,10636314.957031300291419,14229.755312221799613,988000.564600,"92","296401","3117","2683","8170","1318","3455",75.299999999999997,"85733","28",0.898299647096567,48.920000000000002,9.630000000000001,11.279999999999999,28.870000000000001,8.420000000000000,4.140000000000000,4.170000000000000,10636314.957031300291419,14229.755312221799613,74547.29355
"1076","296402","2985","2615","7390","1131","2800",65.299999999999997,"124500","42",1.407035175879400,36.380000000000003,0.950000000000000,12.029999999999999,50.350000000000001,9.900000000000000,2.370000000000000,1.420000000000000,11260294.818359401077032,17051.429558001400437,1045962.850000,"96","296402","2985","2615","7390","1131","2800",65.299999999999997,"124500","42",1.407035175879400,36.380000000000003,0.950000000000000,12.029999999999999,50.350000000000001,9.900000000000000,2.370000000000000,1.420000000000000,11260294.818359401077032,17051.429558001400437,36771.17141
"1077","296500","3805","2583","10844","1307","3725",57.000000000000000,"37311","780",20.499342969776599,17.359999999999999,3.870000000000000,5.120000000000000,68.969999999999999,21.250000000000000,6.080000000000000,14.949999999999999,9782237.268554689362645,13880.325813947500137,908666.586600,,,,,,,,,,,,,,,,,,,,,
"1078","296600","5338","4094","16418","1942","5973",47.600000000000001,"40991","576",10.790558261521200,19.489999999999998,6.980000000000000,2.170000000000000,70.480000000000004,26.010000000000002,15.020000000000000,23.480000000000000,9063985.265625000000000,12269.871559981100290,841946.851900,"95","296600","5338","4094","16418","1942","5973",47.600000000000001,"40991","576",10.790558261521200,19.489999999999998,6.980000000000000,2.170000000000000,70.480000000000004,26.010000000000002,15.020000000000000,23.480000000000000,9063985.265625000000000,12269.871559981100290,46191.86610
"1079","296901","4159","3237","17446","1619","6791",60.799999999999997,"48750","922",22.168790574657400,16.460000000000001,8.510000000000000,4.320000000000001,67.750000000000000,17.239999999999998,18.910000000000000,13.010000000000000,6645893.781250000000000,11354.589676191200851,617328.541000,,,,,,,,,,,,,,,,,,,,,
"1080","296902","3982","3167","20912","1724","9054",63.899999999999999,"52217","575",14.439979909593200,26.690000000000001,3.830000000000000,1.770000000000000,62.990000000000002,18.690000000000001,6.250000000000000,11.390000000000001,5308616.432617189362645,12001.515612114499163,493111.850500,,,,,,,,,,,,,,,,,,,,,
"1081","297001","1623","1224","6141","699","2645",74.900000000000006,"195064","0",0.000000000000000,56.409999999999997,10.330000000000000,1.780000000000000,25.140000000000001,3.190000000000000,0.000000000000000,5.440000000000000,7367416.656250000000000,14881.614344523399268,684351.309700,,,,,,,,,,,,,,,,,,,,,
"1082","297002","3650","3248","12329","1694","5722",72.500000000000000,"102658","152",4.164383561643840,50.619999999999997,1.190000000000000,10.240000000000000,30.510000000000002,5.170000000000000,4.560000000000000,5.360000000000000,8253632.926757809706032,12470.823524420598915,766670.497500,"97","297002","3650","3248","12329","1694","5722",72.500000000000000,"102658","152",4.164383561643840,50.619999999999997,1.190000000000000,10.240000000000000,30.510000000000002,5.170000000000000,4.560000000000000,5.360000000000000,8253632.926757809706032,12470.823524420598915,26293.06272
"1083","297110","4325","3727","22975","1578","8383",51.000000000000000,"42679","1138",26.312138728323699,16.620000000000001,7.540000000000000,5.430000000000000,66.459999999999994,30.239999999999998,14.140000000000001,12.500000000000000,5248002.954101560637355,9163.592802598779599,487481.585200,,,,,,,,,,,,,,,,,,,,,
"1084","297120","3404","2321","20692","1191","7240",58.700000000000003,"52000","590",17.332549941245599,17.640000000000001,7.180000000000000,7.900000000000000,67.280000000000001,25.640000000000001,13.100000000000000,15.680000000000000,4586175.316406250000000,10097.878432240100665,426003.427200,,,,,,,,,,,,,,,,,,,,,
"1085","297201","3869","3305","24802","1446","9270",62.299999999999997,"59189","416",10.752132333936400,19.789999999999999,4.890000000000000,4.890000000000000,65.939999999999998,19.090000000000000,7.500000000000000,4.160000000000000,4348887.164062500000000,8280.532165193970286,403961.245800,,,,,,,,,,,,,,,,,,,,,
"1086","297202","3551","3095","15971","1500","6746",66.500000000000000,"74567","411",11.574204449450900,47.000000000000000,1.010000000000000,3.210000000000000,47.350000000000001,10.470000000000001,3.100000000000000,10.160000000000000,6198688.537109378725290,9987.203953491429274,575786.314300,,,,,,,,,,,,,,,,,,,,,
"1087","297502","2456","1716","6612","1169","3147",71.599999999999994,"80109","0",0.000000000000000,61.810000000000002,3.340000000000000,6.630000000000000,25.370000000000001,6.350000000000000,3.260000000000000,12.949999999999999,10354627.650390600785613,17579.801522926900361,961819.502300,,,,,,,,,,,,,,,,,,,,,
"1088","297602","3605","2818","15007","1781","7414",60.299999999999997,"78276","636",17.642163661581101,42.450000000000003,3.390000000000000,7.430000000000000,41.880000000000003,6.210000000000000,3.510000000000000,3.700000000000000,6697030.711914059706032,12308.315383665500121,622073.157400,,,,,,,,,,,,,,,,,,,,,
"1089","300100","6078","4695","3415","2070","1163",83.400000000000006,"140665","147",2.418558736426460,56.359999999999999,0.240000000000000,26.039999999999999,13.350000000000000,5.030000000000000,1.000000000000000,0.720000000000000,49617592.329101599752903,31214.277601199300989,4610079.359000,"70","300100","6078","4695","3415","2070","1163",83.400000000000006,"140665","147",2.418558736426460,56.359999999999999,0.240000000000000,26.039999999999999,13.350000000000000,5.030000000000000,1.000000000000000,0.720000000000000,49617592.329101599752903,31214.277601199300989,1380346.19882
"1090","300200","5452","4185","7227","1878","2489",78.000000000000000,"106490","493",9.042553191489359,48.789999999999999,0.990000000000000,35.630000000000003,10.230000000000000,3.990000000000000,5.900000000000000,8.260000000000000,21032321.377929698675871,22239.275325535698357,1954151.574000,"64","300200","5452","4185","7227","1878","2489",78.000000000000000,"106490","493",9.042553191489359,48.789999999999999,0.990000000000000,35.630000000000003,10.230000000000000,3.990000000000000,5.900000000000000,8.260000000000000,21032321.377929698675871,22239.275325535698357,696712.63610
"1091","300301","6289","4770","2628","2180","911",83.900000000000006,"112424","132",2.098902846239470,68.739999999999995,0.340000000000000,21.180000000000000,4.650000000000000,4.150000000000001,10.100000000000000,5.330000000000000,66719773.366210900247097,42030.087850723110023,6199055.215000,"99","300301","6289","4770","2628","2180","911",83.900000000000006,"112424","132",2.098902846239470,68.739999999999995,0.340000000000000,21.180000000000000,4.650000000000000,4.150000000000001,10.100000000000000,5.330000000000000,66719773.366210900247097,42030.087850723110023,77277.23083
"1092","300400","5942","4498","7662","2104","2713",79.200000000000003,"93077","246",4.140020195220460,48.630000000000003,0.000000000000000,24.500000000000000,14.449999999999999,10.670000000000000,8.000000000000000,2.560000000000000,21619992.059570301324129,23832.106367309104826,2008749.476000,"96","300400","5942","4498","7662","2104","2713",79.200000000000003,"93077","246",4.140020195220460,48.630000000000003,0.000000000000000,24.500000000000000,14.449999999999999,10.670000000000000,8.000000000000000,2.560000000000000,21619992.059570301324129,23832.106367309104826,71491.00608
"1093","300501","3090","2329","6351","998","2051",80.000000000000000,"104926","0",0.000000000000000,45.049999999999997,0.000000000000000,24.050000000000001,18.530000000000001,9.529999999999999,5.110000000000000,4.300000000000000,13564261.457031300291419,20460.861689572800969,1260277.110000,"46","300501","3090","2329","6351","998","2051",80.000000000000000,"104926","0",0.000000000000000,45.049999999999997,0.000000000000000,24.050000000000001,18.530000000000001,9.529999999999999,5.110000000000000,4.300000000000000,13564261.457031300291419,20460.861689572800969,681215.58835
"1094","300503","5300","4080","12671","2236","5346",75.500000000000000,"63669","513",9.679245283018870,41.750000000000000,0.040000000000000,22.160000000000000,21.530000000000001,11.840000000000000,12.789999999999999,6.210000000000000,11660723.686523400247097,18182.529785166698275,1083412.049000,"100","300503","5300","4080","12671","2236","5346",75.500000000000000,"63669","513",9.679245283018870,41.750000000000000,0.040000000000000,22.160000000000000,21.530000000000001,11.840000000000000,12.789999999999999,6.210000000000000,11660723.686523400247097,18182.529785166698275,4248.09626
"1095","300601","5323","4885","18707","2007","7053",75.099999999999994,"83053","413",7.758782641367650,46.670000000000002,1.370000000000000,32.600000000000001,18.710000000000001,9.520000000000000,14.980000000000000,5.420000000000000,7932533.979492191225290,17361.559196962298302,737023.121800,"56","300601","5323","4885","18707","2007","7053",75.099999999999994,"83053","413",7.758782641367650,46.670000000000002,1.370000000000000,32.600000000000001,18.710000000000001,9.520000000000000,14.980000000000000,5.420000000000000,7932533.979492191225290,17361.559196962298302,326734.30547
"1096","300602","3527","2895","5985","1386","2352",78.900000000000006,"88403","275",7.796994612985540,76.930000000000007,0.520000000000000,6.770000000000000,12.680000000000000,3.010000000000000,4.320000000000001,13.910000000000000,16428832.145507799461484,25321.467933415598964,1526419.444000,"99","300602","3527","2895","5985","1386","2352",78.900000000000006,"88403","275",7.796994612985540,76.930000000000007,0.520000000000000,6.770000000000000,12.680000000000000,3.010000000000000,4.320000000000001,13.910000000000000,16428832.145507799461484,25321.467933415598964,15209.19779
"1097","300701","6307","4172","1218","2234","432",79.599999999999994,"131058","149",2.362454415728560,74.829999999999998,0.970000000000000,10.039999999999999,6.190000000000000,2.900000000000000,3.480000000000000,5.220000000000000,144319238.118164002895355,64594.012754500799929,13408832.470000,,,,,,,,,,,,,,,,,,,,,
"1098","300702","5698","5098","1284","2135","481",78.599999999999994,"123445","309",5.422955422955420,75.900000000000006,0.000000000000000,9.529999999999999,11.699999999999999,3.570000000000000,4.630000000000000,6.200000000000000,123689655.388671994209290,67272.790141652003513,11492059.780000,"97","300702","5698","5098","1284","2135","481",78.599999999999994,"123445","309",5.422955422955420,75.900000000000006,0.000000000000000,9.529999999999999,11.699999999999999,3.570000000000000,4.630000000000000,6.200000000000000,123689655.388671994209290,67272.790141652003513,312258.02232
"1099","300800","7103","5803","2998","2908","1227",75.900000000000006,"82016","662",9.320005631423340,61.270000000000003,0.610000000000000,10.369999999999999,11.720000000000001,4.530000000000000,5.720000000000000,4.710000000000000,66052509.991210900247097,46618.396062587802589,6136956.113000,"96","300800","7103","5803","2998","2908","1227",75.900000000000006,"82016","662",9.320005631423340,61.270000000000003,0.610000000000000,10.369999999999999,11.720000000000001,4.530000000000000,5.720000000000000,4.710000000000000,66052509.991210900247097,46618.396062587802589,267706.50693
"1100","300901","6506","4726","2424","2353","877",80.200000000000003,"155882","45",0.691669228404550,62.549999999999997,3.280000000000000,27.250000000000000,4.590000000000000,4.530000000000000,10.750000000000000,5.100000000000000,74823499.957031294703484,43253.806893259199569,6951824.631000,"40","300901","6506","4726","2424","2353","877",80.200000000000003,"155882","45",0.691669228404550,62.549999999999997,3.280000000000000,27.250000000000000,4.590000000000000,4.530000000000000,10.750000000000000,5.100000000000000,74823499.957031294703484,43253.806893259199569,4175821.94306
"1101","300902","2072","1802","1220","733","432",83.900000000000006,"154185","2",0.096525096525096,69.030000000000001,0.000000000000000,15.420000000000000,12.760000000000000,5.440000000000000,3.610000000000000,5.430000000000000,47352163.708984397351742,36957.529113419601345,4399445.667000,"65","300902","2072","1802","1220","733","432",83.900000000000006,"154185","2",0.096525096525096,69.030000000000001,0.000000000000000,15.420000000000000,12.760000000000000,5.440000000000000,3.610000000000000,5.430000000000000,47352163.708984397351742,36957.529113419601345,1551034.14709
"1102","301000","5107","4186","6390","2138","2675",72.500000000000000,"95956","629",12.316428431564500,61.219999999999999,1.610000000000000,11.410000000000000,16.030000000000001,10.510000000000000,7.640000000000000,12.170000000000000,22281599.233398400247097,21107.760258119797072,2070166.978000,"53","301000","5107","4186","6390","2138","2675",72.500000000000000,"95956","629",12.316428431564500,61.219999999999999,1.610000000000000,11.410000000000000,16.030000000000001,10.510000000000000,7.640000000000000,12.170000000000000,22281599.233398400247097,21107.760258119797072,978965.54552
"1103","301100","6598","6072","12708","2753","5302",74.599999999999994,"72358","638",9.669596847529551,74.090000000000003,1.420000000000000,9.710000000000001,11.600000000000000,5.370000000000000,15.840000000000000,10.390000000000001,14474919.802734399214387,18435.345325804501044,1344859.815000,"39","301100","6598","6072","12708","2753","5302",74.599999999999994,"72358","638",9.669596847529551,74.090000000000003,1.420000000000000,9.710000000000001,11.600000000000000,5.370000000000000,15.840000000000000,10.390000000000001,14474919.802734399214387,18435.345325804501044,820181.89925
"1104","301203","4401","4048","20823","1962","9283",73.599999999999994,"66493","360",8.179959100204499,65.010000000000005,2.530000000000000,14.010000000000000,13.529999999999999,13.359999999999999,16.109999999999999,8.020000000000000,5892198.634765629656613,10515.722482715600563,547444.274900,"94","301203","4401","4048","20823","1962","9283",73.599999999999994,"66493","360",8.179959100204499,65.010000000000005,2.530000000000000,14.010000000000000,13.529999999999999,13.359999999999999,16.109999999999999,8.020000000000000,5892198.634765629656613,10515.722482715600563,30558.22556
"1105","301204","4920","4155","31164","2107","13346",73.900000000000006,"58821","607",12.337398373983699,61.329999999999998,6.780000000000000,14.800000000000001,16.780000000000001,7.560000000000000,14.010000000000000,10.760000000000000,4401250.366210940293968,8682.858786534090541,408919.690700,"72","301204","4920","4155","31164","2107","13346",73.900000000000006,"58821","607",12.337398373983699,61.329999999999998,6.780000000000000,14.800000000000001,16.780000000000001,7.560000000000000,14.010000000000000,10.760000000000000,4401250.366210940293968,8682.858786534090541,112984.96709
"1106","301205","2215","1739","7419","750","2512",81.299999999999997,"102750","20",0.902934537246050,74.599999999999994,1.660000000000000,13.670000000000000,7.950000000000000,2.530000000000000,5.690000000000000,6.230000000000000,8323225.513671879656613,12800.239787156298917,773311.111200,"52","301205","2215","1739","7419","750","2512",81.299999999999997,"102750","20",0.902934537246050,74.599999999999994,1.660000000000000,13.670000000000000,7.950000000000000,2.530000000000000,5.690000000000000,6.230000000000000,8323225.513671879656613,12800.239787156298917,373837.01666
"1107","301206","5260","4454","16446","1971","6162",74.900000000000006,"59110","725",13.783269961977201,72.950000000000003,4.020000000000000,12.740000000000000,9.640000000000001,11.630000000000001,16.910000000000000,12.250000000000000,8916575.234375000000000,13372.313269620499341,828437.982600,"91","301206","5260","4454","16446","1971","6162",74.900000000000006,"59110","725",13.783269961977201,72.950000000000003,4.020000000000000,12.740000000000000,9.640000000000001,11.630000000000001,16.910000000000000,12.250000000000000,8916575.234375000000000,13372.313269620499341,75422.86133
"1108","301300","2111","1564","4694","723","1608",82.099999999999994,"121542","71",3.363334912363810,86.230000000000004,0.000000000000000,5.890000000000000,7.320000000000000,1.980000000000000,8.760000000000000,5.140000000000000,12537926.142578100785613,19797.057881120199454,1164901.396000,"62","301300","2111","1564","4694","723","1608",82.099999999999994,"121542","71",3.363334912363810,86.230000000000004,0.000000000000000,5.890000000000000,7.320000000000000,1.980000000000000,8.760000000000000,5.140000000000000,12537926.142578100785613,19797.057881120199454,445021.98764
"1109","301400","3996","3085","6478","1340","2172",78.099999999999994,"128889","8",0.200200200200200,76.810000000000002,0.300000000000000,2.210000000000000,12.940000000000000,4.570000000000000,7.070000000000000,1.840000000000000,17197932.423828098922968,19116.946216788001038,1597865.708000,"73","301400","3996","3085","6478","1340","2172",78.099999999999994,"128889","8",0.200200200200200,76.810000000000002,0.300000000000000,2.210000000000000,12.940000000000000,4.570000000000000,7.070000000000000,1.840000000000000,17197932.423828098922968,19116.946216788001038,437400.96545
"1110","301501","1878","1581","8053","600","2573",75.299999999999997,"100833","46",2.449414270500530,80.500000000000000,0.270000000000000,8.180000000000000,9.430000000000000,6.890000000000000,11.949999999999999,14.710000000000001,6501439.570312500000000,14082.124743281399788,604049.765300,"24","301501","1878","1581","8053","600","2573",75.299999999999997,"100833","46",2.449414270500530,80.500000000000000,0.270000000000000,8.180000000000000,9.430000000000000,6.890000000000000,11.949999999999999,14.710000000000001,6501439.570312500000000,14082.124743281399788,461822.32001
"1111","301502","6745","5713","25846","2589","9921",72.500000000000000,"48315","1397",20.711638250556000,80.049999999999997,0.500000000000000,7.240000000000000,9.720000000000001,12.619999999999999,26.239999999999998,20.420000000000002,7275273.906250000000000,15159.549577839301492,675946.221000,"35","301502","6745","5713","25846","2589","9921",72.500000000000000,"48315","1397",20.711638250556000,80.049999999999997,0.500000000000000,7.240000000000000,9.720000000000001,12.619999999999999,26.239999999999998,20.420000000000002,7275273.906250000000000,15159.549577839301492,436757.14008
"1112","301601","5936","4824","6807","2311","2650",73.400000000000006,"40154","1058",17.823450134770901,63.670000000000002,3.110000000000000,4.050000000000000,27.359999999999999,21.190000000000001,27.070000000000000,28.230000000000000,24312180.439453098922968,26095.753254818300775,2258840.999000,"88","301601","5936","4824","6807","2311","2650",73.400000000000006,"40154","1058",17.823450134770901,63.670000000000002,3.110000000000000,4.050000000000000,27.359999999999999,21.190000000000001,27.070000000000000,28.230000000000000,24312180.439453098922968,26095.753254818300775,261271.27359
"1113","301602","3921","3622","10207","1641","4272",73.200000000000003,"70677","303",7.727620504973220,38.950000000000003,2.260000000000000,9.410000000000000,40.159999999999997,16.180000000000000,13.090000000000000,10.920000000000000,10709878.211914099752903,15494.008771765500569,995051.915200,"94","301602","3921","3622","10207","1641","4272",73.200000000000003,"70677","303",7.727620504973220,38.950000000000003,2.260000000000000,9.410000000000000,40.159999999999997,16.180000000000000,13.090000000000000,10.920000000000000,10709878.211914099752903,15494.008771765500569,59554.81995
"1114","301701","2883","2433","8013","1147","3188",78.400000000000006,"80032","151",5.237599722511270,52.490000000000002,3.070000000000000,14.730000000000000,25.559999999999999,10.400000000000000,14.180000000000000,19.719999999999999,10030751.906250000000000,15501.149377961397477,931954.644700,,,,,,,,,,,,,,,,,,,,,
"1115","301702","5649","4991","17649","2158","6742",70.400000000000006,"54600","738",13.064259160913400,62.340000000000003,0.820000000000000,12.710000000000001,21.480000000000000,16.850000000000001,22.620000000000001,12.789999999999999,8923311.871093750000000,12339.440855609300343,829061.007200,"98","301702","5649","4991","17649","2158","6742",70.400000000000006,"54600","738",13.064259160913400,62.340000000000003,0.820000000000000,12.710000000000001,21.480000000000000,16.850000000000001,22.620000000000001,12.789999999999999,8923311.871093750000000,12339.440855609300343,20102.54580
"1116","301801","6135","4304","21970","2647","9479",58.500000000000000,"55038","1097",17.881010594947000,47.450000000000003,1.700000000000000,21.809999999999999,21.559999999999999,9.340000000000000,14.609999999999999,14.590000000000000,7784905.634765629656613,11140.339767231202131,723293.421000,"100","301801","6135","4304","21970","2647","9479",58.500000000000000,"55038","1097",17.881010594947000,47.450000000000003,1.700000000000000,21.809999999999999,21.559999999999999,9.340000000000000,14.609999999999999,14.590000000000000,7784905.634765629656613,11140.339767231202131,202.31690
"1117","301802","5383","4288","29106","2609","14107",64.400000000000006,"68875","685",12.725246145272200,62.909999999999997,2.360000000000000,16.030000000000001,13.859999999999999,6.390000000000000,17.120000000000001,11.230000000000000,5155927.420898440293968,9450.603547069540582,479034.879300,,,,,,,,,,,,,,,,,,,,,
"1118","301901","4824","3771","27210","2142","12082",73.000000000000000,"81362","735",15.236318407960200,67.269999999999996,0.400000000000000,20.430000000000000,11.109999999999999,6.840000000000000,18.850000000000001,9.039999999999999,4942420.554687500931323,9780.512785434339094,459198.329600,"54","301901","4824","3771","27210","2142","12082",73.000000000000000,"81362","735",15.236318407960200,67.269999999999996,0.400000000000000,20.430000000000000,11.109999999999999,6.840000000000000,18.850000000000001,9.039999999999999,4942420.554687500931323,9780.512785434339094,209292.73382
"1119","301902","3068","2826","12450","1161","4711",71.500000000000000,"63088","407",13.265971316818799,74.730000000000004,2.180000000000000,12.850000000000000,9.010000000000000,15.109999999999999,29.969999999999999,4.970000000000000,6869899.407226559706032,12760.939045791199533,638276.997300,"93","301902","3068","2826","12450","1161","4711",71.500000000000000,"63088","407",13.265971316818799,74.730000000000004,2.180000000000000,12.850000000000000,9.010000000000000,15.109999999999999,29.969999999999999,4.970000000000000,6869899.407226559706032,12760.939045791199533,43765.93330
"1120","302002","4055","3346","20889","1819","9371",72.400000000000006,"45565","1021",25.178791615289800,57.210000000000001,2.780000000000000,17.199999999999999,19.719999999999999,7.800000000000000,17.300000000000001,17.100000000000001,5411692.288085940293968,9621.426997697230036,502796.726000,"99","302002","4055","3346","20889","1819","9371",72.400000000000006,"45565","1021",25.178791615289800,57.210000000000001,2.780000000000000,17.199999999999999,19.719999999999999,7.800000000000000,17.300000000000001,17.100000000000001,5411692.288085940293968,9621.426997697230036,4490.31934
"1121","302003","3529","3163","38538","1366","14917",71.299999999999997,"52313","565",16.010201190138901,68.469999999999999,0.910000000000000,12.630000000000001,9.840000000000000,7.300000000000000,20.460000000000001,20.430000000000000,2552867.166992189828306,6617.578665845279829,237184.323900,,,,,,,,,,,,,,,,,,,,,
"1122","302004","4208","3536","32075","1694","12912",73.500000000000000,"57500","783",18.607414448669200,52.049999999999997,2.690000000000000,18.530000000000001,25.660000000000000,18.379999999999999,23.020000000000000,19.859999999999999,3657387.412109380122274,7716.803888286680376,339804.142700,,,,,,,,,,,,,,,,,,,,,
"1123","302102","6264","5265","15666","2592","6483",71.900000000000006,"85729","279",4.454022988505751,54.109999999999999,2.400000000000000,18.120000000000001,24.199999999999999,6.930000000000000,11.430000000000000,10.199999999999999,11146809.487304700538516,18268.295310304198210,1035632.567000,"92","302102","6264","5265","15666","2592","6483",71.900000000000006,"85729","279",4.454022988505751,54.109999999999999,2.400000000000000,18.120000000000001,24.199999999999999,6.930000000000000,11.430000000000000,10.199999999999999,11146809.487304700538516,18268.295310304198210,79230.85411
"1124","302103","5351","4458","25167","2042","9604",71.700000000000003,"51000","1237",23.117174359932701,69.989999999999995,0.840000000000000,10.300000000000001,17.170000000000002,15.930000000000000,28.309999999999999,16.440000000000001,5927468.935546879656613,9560.522878233050506,550713.665300,"100","302103","5351","4458","25167","2042","9604",71.700000000000003,"51000","1237",23.117174359932701,69.989999999999995,0.840000000000000,10.300000000000001,17.170000000000002,15.930000000000000,28.309999999999999,16.440000000000001,5927468.935546879656613,9560.522878233050506,1421.71532
"1125","302104","3857","2947","17544","1545","7028",74.400000000000006,"56500","485",12.574539797770299,44.880000000000003,3.860000000000000,25.770000000000000,24.570000000000000,13.740000000000000,21.890000000000001,8.830000000000000,6128928.500976559706032,12263.787170503097514,569431.575500,"98","302104","3857","2947","17544","1545","7028",74.400000000000006,"56500","485",12.574539797770299,44.880000000000003,3.860000000000000,25.770000000000000,24.570000000000000,13.740000000000000,21.890000000000001,8.830000000000000,6128928.500976559706032,12263.787170503097514,8981.37428
"1126","302201","4051","3364","21084","1832","9535",62.299999999999997,"26317","976",24.092816588496699,75.689999999999998,2.240000000000000,8.960000000000004,10.140000000000001,24.760000000000002,37.659999999999997,31.260000000000002,5356510.100585940293968,10679.671470954199322,497668.363400,,,,,,,,,,,,,,,,,,,,,
"1127","302202","4927","4495","24947","1953","9889",71.200000000000003,"40134","1226",24.883296123401699,58.579999999999998,1.810000000000000,12.279999999999999,25.489999999999998,19.620000000000001,33.479999999999997,21.899999999999999,5505961.776367190293968,10955.368782231600562,511553.118200,,,,,,,,,,,,,,,,,,,,,
"1128","302301","3846","3258","14219","1508","5575",60.299999999999997,"65750","588",15.288611544461800,51.250000000000000,3.020000000000000,19.989999999999998,23.309999999999999,13.170000000000000,12.949999999999999,12.029999999999999,7540427.126953129656613,13199.099783932799255,700576.586800,"93","302301","3846","3258","14219","1508","5575",60.299999999999997,"65750","588",15.288611544461800,51.250000000000000,3.020000000000000,19.989999999999998,23.309999999999999,13.170000000000000,12.949999999999999,12.029999999999999,7540427.126953129656613,13199.099783932799255,45715.53080
"1129","302302","5438","4251","22250","2033","8318",66.900000000000006,"51805","830",15.262964325119500,41.560000000000002,0.750000000000000,13.470000000000001,42.509999999999998,18.629999999999999,23.149999999999999,22.140000000000001,6813634.228515629656613,12078.234587046499655,633049.879100,,,,,,,,,,,,,,,,,,,,,
"1130","302401","6484","6320","12244","2646","4997",70.000000000000000,"61708","1332",20.542874768661299,48.369999999999997,2.340000000000000,11.520000000000000,37.259999999999998,22.780000000000001,27.660000000000000,17.340000000000000,14763514.312500000000000,17996.816877879100502,1371663.922000,"89","302401","6484","6320","12244","2646","4997",70.000000000000000,"61708","1332",20.542874768661299,48.369999999999997,2.340000000000000,11.520000000000000,37.259999999999998,22.780000000000001,27.660000000000000,17.340000000000000,14763514.312500000000000,17996.816877879100502,151824.74634
"1131","302503","4030","3400","31957","1502","11911",67.900000000000006,"39838","847",21.017369727047100,64.120000000000005,0.000000000000000,6.570000000000000,25.800000000000001,17.260000000000002,27.500000000000000,20.230000000000000,3515609.497070310171694,9965.939809056550075,326630.818300,,,,,,,,,,,,,,,,,,,,,
"1132","302504","3918","3190","26905","1503","10321",73.099999999999994,"41103","714",18.223583460949499,60.000000000000000,0.400000000000000,9.970000000000001,28.640000000000001,14.890000000000001,29.559999999999999,17.160000000000000,4059815.089843750000000,11451.957990422199146,377192.593100,,,,,,,,,,,,,,,,,,,,,
"1133","302505","3740","3749","18073","1255","6065",67.000000000000000,"43024","653",17.459893048128301,52.030000000000001,4.880000000000000,13.050000000000001,29.609999999999999,25.149999999999999,27.710000000000001,30.600000000000001,5769178.812500000000000,15679.789913884000271,536007.870400,,,,,,,,,,,,,,,,,,,,,
"1134","302506","3445","3038","9846","1289","3684",75.400000000000006,"60131","540",15.674891146589299,62.990000000000002,1.530000000000000,6.220000000000000,24.510000000000002,16.000000000000000,15.730000000000000,12.830000000000000,9754383.122070310637355,15033.971212546299284,906263.516500,"97","302506","3445","3038","9846","1289","3684",75.400000000000006,"60131","540",15.674891146589299,62.990000000000002,1.530000000000000,6.220000000000000,24.510000000000002,16.000000000000000,15.730000000000000,12.830000000000000,9754383.122070310637355,15033.971212546299284,26641.71426
"1135","310100","5868","4329","1159","2093","413",80.099999999999994,"133937","515",8.776414451261084,67.930000000000007,2.880000000000000,10.180000000000000,16.570000000000000,4.130000000000000,0.810000000000000,7.190000000000000,141177852.985352009534836,57403.225537600701500,13116965.190000,"100","310100","5868","4329","1159","2093","413",80.099999999999994,"133937","515",8.776414451261084,67.930000000000007,2.880000000000000,10.180000000000000,16.570000000000000,4.130000000000000,0.810000000000000,7.190000000000000,141177852.985352009534836,57403.225537600701500,48336.66052
"1136","310201","5503","4879","12956","2106","4958",75.700000000000003,"96696","254",4.615664183172820,63.509999999999998,0.470000000000000,7.110000000000000,16.960000000000001,3.830000000000000,10.390000000000001,3.550000000000000,11840846.591796897351742,13982.608217293500275,1100139.355000,"70","310201","5503","4879","12956","2106","4958",75.700000000000003,"96696","254",4.615664183172820,63.509999999999998,0.470000000000000,7.110000000000000,16.960000000000001,3.830000000000000,10.390000000000001,3.550000000000000,11840846.591796897351742,13982.608217293500275,333069.57155
"1137","310202","4978","3940","14233","1906","5450",74.099999999999994,"75550","365",7.332261952591400,77.849999999999994,2.590000000000000,3.620000000000000,10.690000000000000,8.500000000000000,11.240000000000000,6.610000000000000,9750645.398437500000000,13451.420101831197826,905936.570900,"98","310202","4978","3940","14233","1906","5450",74.099999999999994,"75550","365",7.332261952591400,77.849999999999994,2.590000000000000,3.620000000000000,10.690000000000000,8.500000000000000,11.240000000000000,6.610000000000000,9750645.398437500000000,13451.420101831197826,21141.43108
