intersect,count,unique,min,max,range,sum,mean,median,stddev,minority,majority,q1,q3,iqr
25.618679,"1","1",25.618679,25.618679,0,25.618679,25.618679,25.618679,0,25.618679,25.618679,25.618679,25.618679,0
5.496083,"1","1",5.496083,5.496083,0,5.496083,5.496083,5.496083,0,5.496083,5.496083,5.496083,5.496083,0
9.569309,"1","1",9.569309,9.569309,0,9.569309,9.569309,9.569309,0,9.569309,9.569309,9.569309,9.569309,0
3.436559,"1","1",3.436559,3.436559,0,3.436559,3.436559,3.436559,0,3.436559,3.436559,3.436559,3.436559,0
44.169734,"1","1",44.169734,44.169734,0,44.169734,44.169734,44.169734,0,44.169734,44.169734,44.169734,44.169734,0
8.202176,"1","1",8.202176,8.202176,0,8.202176,8.202176,8.202176,0,8.202176,8.202176,8.202176,8.202176,0
4.520416,"1","1",4.520416,4.520416,0,4.520416,4.520416,4.520416,0,4.520416,4.520416,4.520416,4.520416,0
7.398520,"1","1",7.39852,7.39852,0,7.39852,7.39852,7.39852,0,7.39852,7.39852,7.39852,7.39852,0
3.120513,"1","1",3.120513,3.120513,0,3.120513,3.120513,3.120513,0,3.120513,3.120513,3.120513,3.120513,0
0.237310,"1","1",0.23731,0.23731,0,0.23731,0.23731,0.23731,0,0.23731,0.23731,0.23731,0.23731,0
0.688846,"1","1",0.688846,0.688846,0,0.688846,0.688846,0.688846,0,0.688846,0.688846,0.688846,0.688846,0
7.934982,"1","1",7.934982,7.934982,0,7.934982,7.934982,7.934982,0,7.934982,7.934982,7.934982,7.934982,0
54.798572,"1","1",54.798572,54.798572,0,54.798572,54.798572,54.798572,0,54.798572,54.798572,54.798572,54.798572,0
2.710236,"1","1",2.710236,2.710236,0,2.710236,2.710236,2.710236,0,2.710236,2.710236,2.710236,2.710236,0
2.850257,"1","1",2.850257,2.850257,0,2.850257,2.850257,2.850257,0,2.850257,2.850257,2.850257,2.850257,0
6.467397,"1","1",6.467397,6.467397,0,6.467397,6.467397,6.467397,0,6.467397,6.467397,6.467397,6.467397,0
0.164718,"1","1",0.164718,0.164718,0,0.164718,0.164718,0.164718,0,0.164718,0.164718,0.164718,0.164718,0
0.656277,"1","1",0.656277,0.656277,0,0.656277,0.656277,0.656277,0,0.656277,0.656277,0.656277,0.656277,0
12.298038,"1","1",12.298038,12.298038,0,12.298038,12.298038,12.298038,0,12.298038,12.298038,12.298038,12.298038,0
18.737634,"1","1",18.737634,18.737634,0,18.737634,18.737634,18.737634,0,18.737634,18.737634,18.737634,18.737634,0
4.549168,"1","1",4.549168,4.549168,0,4.549168,4.549168,4.549168,0,4.549168,4.549168,4.549168,4.549168,0
0.167650,"1","1",0.16765,0.16765,0,0.16765,0.16765,0.16765,0,0.16765,0.16765,0.16765,0.16765,0
1.856897,"1","1",1.856897,1.856897,0,1.856897,1.856897,1.856897,0,1.856897,1.856897,1.856897,1.856897,0
2.391254,"1","1",2.391254,2.391254,0,2.391254,2.391254,2.391254,0,2.391254,2.391254,2.391254,2.391254,0
2.711808,"1","1",2.711808,2.711808,0,2.711808,2.711808,2.711808,0,2.711808,2.711808,2.711808,2.711808,0
18.127050,"1","1",18.12705,18.12705,0,18.12705,18.12705,18.12705,0,18.12705,18.12705,18.12705,18.12705,0
0.954173,"1","1",0.954173,0.954173,0,0.954173,0.954173,0.954173,0,0.954173,0.954173,0.954173,0.954173,0
0.214552,"1","1",0.214552,0.214552,0,0.214552,0.214552,0.214552,0,0.214552,0.214552,0.214552,0.214552,0
9.388476,"1","1",9.388476,9.388476,0,9.388476,9.388476,9.388476,0,9.388476,9.388476,9.388476,9.388476,0
15.938988,"1","1",15.938988,15.938988,0,15.938988,15.938988,15.938988,0,15.938988,15.938988,15.938988,15.938988,0
8.635579,"1","1",8.635579,8.635579,0,8.635579,8.635579,8.635579,0,8.635579,8.635579,8.635579,8.635579,0
0.004193,"1","1",0.004193,0.004193,0,0.004193,0.004193,0.004193,0,0.004193,0.004193,0.004193,0.004193,0
7.832478,"1","1",7.832478,7.832478,0,7.832478,7.832478,7.832478,0,7.832478,7.832478,7.832478,7.832478,0
9.905751,"1","1",9.905751,9.905751,0,9.905751,9.905751,9.905751,0,9.905751,9.905751,9.905751,9.905751,0
0.131265,"1","1",0.131265,0.131265,0,0.131265,0.131265,0.131265,0,0.131265,0.131265,0.131265,0.131265,0
3.654804,"1","1",3.654804,3.654804,0,3.654804,3.654804,3.654804,0,3.654804,3.654804,3.654804,3.654804,0
0.927114,"1","1",0.927114,0.927114,0,0.927114,0.927114,0.927114,0,0.927114,0.927114,0.927114,0.927114,0
22.043452,"1","1",22.043452,22.043452,0,22.043452,22.043452,22.043452,0,22.043452,22.043452,22.043452,22.043452,0
0.784237,"1","1",0.784237,0.784237,0,0.784237,0.784237,0.784237,0,0.784237,0.784237,0.784237,0.784237,0
0.168609,"1","1",0.168609,0.168609,0,0.168609,0.168609,0.168609,0,0.168609,0.168609,0.168609,0.168609,0
0.347139,"1","1",0.347139,0.347139,0,0.347139,0.347139,0.347139,0,0.347139,0.347139,0.347139,0.347139,0
1.181975,"1","1",1.181975,1.181975,0,1.181975,1.181975,1.181975,0,1.181975,1.181975,1.181975,1.181975,0
0.326078,"1","1",0.326078,0.326078,0,0.326078,0.326078,0.326078,0,0.326078,0.326078,0.326078,0.326078,0
0.176093,"1","1",0.176093,0.176093,0,0.176093,0.176093,0.176093,0,0.176093,0.176093,0.176093,0.176093,0
1.211500,"1","1",1.2115,1.2115,0,1.2115,1.2115,1.2115,0,1.2115,1.2115,1.2115,1.2115,0
0.345535,"1","1",0.345535,0.345535,0,0.345535,0.345535,0.345535,0,0.345535,0.345535,0.345535,0.345535,0
2.141790,"1","1",2.14179,2.14179,0,2.14179,2.14179,2.14179,0,2.14179,2.14179,2.14179,2.14179,0
0.168681,"1","1",0.168681,0.168681,0,0.168681,0.168681,0.168681,0,0.168681,0.168681,0.168681,0.168681,0
4.134024,"1","1",4.134024,4.134024,0,4.134024,4.134024,4.134024,0,4.134024,4.134024,4.134024,4.134024,0
0.589736,"1","1",0.589736,0.589736,0,0.589736,0.589736,0.589736,0,0.589736,0.589736,0.589736,0.589736,0
0.115041,"1","1",0.115041,0.115041,0,0.115041,0.115041,0.115041,0,0.115041,0.115041,0.115041,0.115041,0
0.168720,"1","1",0.16872,0.16872,0,0.16872,0.16872,0.16872,0,0.16872,0.16872,0.16872,0.16872,0
0.176758,"1","1",0.176758,0.176758,0,0.176758,0.176758,0.176758,0,0.176758,0.176758,0.176758,0.176758,0
0.170507,"1","1",0.170507,0.170507,0,0.170507,0.170507,0.170507,0,0.170507,0.170507,0.170507,0.170507,0
0.100465,"1","1",0.100465,0.100465,0,0.100465,0.100465,0.100465,0,0.100465,0.100465,0.100465,0.100465,0
0.176431,"1","1",0.176431,0.176431,0,0.176431,0.176431,0.176431,0,0.176431,0.176431,0.176431,0.176431,0
5.932719,"1","1",5.932719,5.932719,0,5.932719,5.932719,5.932719,0,5.932719,5.932719,5.932719,5.932719,0
2.785858,"1","1",2.785858,2.785858,0,2.785858,2.785858,2.785858,0,2.785858,2.785858,2.785858,2.785858,0
0.114699,"1","1",0.114699,0.114699,0,0.114699,0.114699,0.114699,0,0.114699,0.114699,0.114699,0.114699,0
1.470329,"1","1",1.470329,1.470329,0,1.470329,1.470329,1.470329,0,1.470329,1.470329,1.470329,1.470329,0
0.005789,"1","1",0.005789,0.005789,0,0.005789,0.005789,0.005789,0,0.005789,0.005789,0.005789,0.005789,0
10.237444,"1","1",10.237444,10.237444,0,10.237444,10.237444,10.237444,0,10.237444,10.237444,10.237444,10.237444,0
0.001154,"1","1",0.001154,0.001154,0,0.001154,0.001154,0.001154,0,0.001154,0.001154,0.001154,0.001154,0
0.024941,"1","1",0.024941,0.024941,0,0.024941,0.024941,0.024941,0,0.024941,0.024941,0.024941,0.024941,0
8.863057,"1","1",8.863057,8.863057,0,8.863057,8.863057,8.863057,0,8.863057,8.863057,8.863057,8.863057,0
4.460775,"1","1",4.460775,4.460775,0,4.460775,4.460775,4.460775,0,4.460775,4.460775,4.460775,4.460775,0
0.806105,"1","1",0.806105,0.806105,0,0.806105,0.806105,0.806105,0,0.806105,0.806105,0.806105,0.806105,0
0.410651,"1","1",0.410651,0.410651,0,0.410651,0.410651,0.410651,0,0.410651,0.410651,0.410651,0.410651,0
0.080698,"1","1",0.080698,0.080698,0,0.080698,0.080698,0.080698,0,0.080698,0.080698,0.080698,0.080698,0
0.051126,"1","1",0.051126,0.051126,0,0.051126,0.051126,0.051126,0,0.051126,0.051126,0.051126,0.051126,0
6.182807,"1","1",6.182807,6.182807,0,6.182807,6.182807,6.182807,0,6.182807,6.182807,6.182807,6.182807,0
0.713924,"1","1",0.713924,0.713924,0,0.713924,0.713924,0.713924,0,0.713924,0.713924,0.713924,0.713924,0
4.810735,"1","1",4.810735,4.810735,0,4.810735,4.810735,4.810735,0,4.810735,4.810735,4.810735,4.810735,0
0.477393,"1","1",0.477393,0.477393,0,0.477393,0.477393,0.477393,0,0.477393,0.477393,0.477393,0.477393,0
0.073038,"1","1",0.073038,0.073038,0,0.073038,0.073038,0.073038,0,0.073038,0.073038,0.073038,0.073038,0
9.074306,"1","1",9.074306,9.074306,0,9.074306,9.074306,9.074306,0,9.074306,9.074306,9.074306,9.074306,0
0.845892,"1","1",0.845892,0.845892,0,0.845892,0.845892,0.845892,0,0.845892,0.845892,0.845892,0.845892,0
4.954411,"1","1",4.954411,4.954411,0,4.954411,4.954411,4.954411,0,4.954411,4.954411,4.954411,4.954411,0
8.469108,"1","1",8.469108,8.469108,0,8.469108,8.469108,8.469108,0,8.469108,8.469108,8.469108,8.469108,0
5.028852,"1","1",5.028852,5.028852,0,5.028852,5.028852,5.028852,0,5.028852,5.028852,5.028852,5.028852,0
1.605636,"1","1",1.605636,1.605636,0,1.605636,1.605636,1.605636,0,1.605636,1.605636,1.605636,1.605636,0
1.582156,"1","1",1.582156,1.582156,0,1.582156,1.582156,1.582156,0,1.582156,1.582156,1.582156,1.582156,0
1.903165,"1","1",1.903165,1.903165,0,1.903165,1.903165,1.903165,0,1.903165,1.903165,1.903165,1.903165,0
1.562809,"1","1",1.562809,1.562809,0,1.562809,1.562809,1.562809,0,1.562809,1.562809,1.562809,1.562809,0
0.021588,"1","1",0.021588,0.021588,0,0.021588,0.021588,0.021588,0,0.021588,0.021588,0.021588,0.021588,0
5.143725,"1","1",5.143725,5.143725,0,5.143725,5.143725,5.143725,0,5.143725,5.143725,5.143725,5.143725,0
1.239910,"1","1",1.23991,1.23991,0,1.23991,1.23991,1.23991,0,1.23991,1.23991,1.23991,1.23991,0
0.005843,"1","1",0.005843,0.005843,0,0.005843,0.005843,0.005843,0,0.005843,0.005843,0.005843,0.005843,0
9.095834,"1","1",9.095834,9.095834,0,9.095834,9.095834,9.095834,0,9.095834,9.095834,9.095834,9.095834,0
0.234095,"1","1",0.234095,0.234095,0,0.234095,0.234095,0.234095,0,0.234095,0.234095,0.234095,0.234095,0
2.779067,"1","1",2.779067,2.779067,0,2.779067,2.779067,2.779067,0,2.779067,2.779067,2.779067,2.779067,0
7.703623,"1","1",7.703623,7.703623,0,7.703623,7.703623,7.703623,0,7.703623,7.703623,7.703623,7.703623,0
7.109596,"1","1",7.109596,7.109596,0,7.109596,7.109596,7.109596,0,7.109596,7.109596,7.109596,7.109596,0
16.392552,"1","1",16.392552,16.392552,0,16.392552,16.392552,16.392552,0,16.392552,16.392552,16.392552,16.392552,0
3.161974,"1","1",3.161974,3.161974,0,3.161974,3.161974,3.161974,0,3.161974,3.161974,3.161974,3.161974,0
0.343045,"1","1",0.343045,0.343045,0,0.343045,0.343045,0.343045,0,0.343045,0.343045,0.343045,0.343045,0
0.131413,"1","1",0.131413,0.131413,0,0.131413,0.131413,0.131413,0,0.131413,0.131413,0.131413,0.131413,0
0.773167,"1","1",0.773167,0.773167,0,0.773167,0.773167,0.773167,0,0.773167,0.773167,0.773167,0.773167,0
0.538438,"1","1",0.538438,0.538438,0,0.538438,0.538438,0.538438,0,0.538438,0.538438,0.538438,0.538438,0
0.424422,"1","1",0.424422,0.424422,0,0.424422,0.424422,0.424422,0,0.424422,0.424422,0.424422,0.424422,0
2.735275,"1","1",2.735275,2.735275,0,2.735275,2.735275,2.735275,0,2.735275,2.735275,2.735275,2.735275,0
3.344646,"1","1",3.344646,3.344646,0,3.344646,3.344646,3.344646,0,3.344646,3.344646,3.344646,3.344646,0
21.491973,"1","1",21.491973,21.491973,0,21.491973,21.491973,21.491973,0,21.491973,21.491973,21.491973,21.491973,0
2.090456,"1","1",2.090456,2.090456,0,2.090456,2.090456,2.090456,0,2.090456,2.090456,2.090456,2.090456,0
0.379687,"1","1",0.379687,0.379687,0,0.379687,0.379687,0.379687,0,0.379687,0.379687,0.379687,0.379687,0
6.872561,"1","1",6.872561,6.872561,0,6.872561,6.872561,6.872561,0,6.872561,6.872561,6.872561,6.872561,0
0.174057,"1","1",0.174057,0.174057,0,0.174057,0.174057,0.174057,0,0.174057,0.174057,0.174057,0.174057,0
0.098466,"1","1",0.098466,0.098466,0,0.098466,0.098466,0.098466,0,0.098466,0.098466,0.098466,0.098466,0
3.594723,"1","1",3.594723,3.594723,0,3.594723,3.594723,3.594723,0,3.594723,3.594723,3.594723,3.594723,0
5.672048,"1","1",5.672048,5.672048,0,5.672048,5.672048,5.672048,0,5.672048,5.672048,5.672048,5.672048,0
0.915482,"1","1",0.915482,0.915482,0,0.915482,0.915482,0.915482,0,0.915482,0.915482,0.915482,0.915482,0
10.588426,"1","1",10.588426,10.588426,0,10.588426,10.588426,10.588426,0,10.588426,10.588426,10.588426,10.588426,0
4.646825,"1","1",4.646825,4.646825,0,4.646825,4.646825,4.646825,0,4.646825,4.646825,4.646825,4.646825,0
2.064901,"1","1",2.064901,2.064901,0,2.064901,2.064901,2.064901,0,2.064901,2.064901,2.064901,2.064901,0
8.705508,"1","1",8.705508,8.705508,0,8.705508,8.705508,8.705508,0,8.705508,8.705508,8.705508,8.705508,0
0.742055,"1","1",0.742055,0.742055,0,0.742055,0.742055,0.742055,0,0.742055,0.742055,0.742055,0.742055,0
13.487152,"1","1",13.487152,13.487152,0,13.487152,13.487152,13.487152,0,13.487152,13.487152,13.487152,13.487152,0
0.908867,"1","1",0.908867,0.908867,0,0.908867,0.908867,0.908867,0,0.908867,0.908867,0.908867,0.908867,0
1.694011,"1","1",1.694011,1.694011,0,1.694011,1.694011,1.694011,0,1.694011,1.694011,1.694011,1.694011,0
4.133477,"1","1",4.133477,4.133477,0,4.133477,4.133477,4.133477,0,4.133477,4.133477,4.133477,4.133477,0
5.635724,"1","1",5.635724,5.635724,0,5.635724,5.635724,5.635724,0,5.635724,5.635724,5.635724,5.635724,0
18.860473,"1","1",18.860473,18.860473,0,18.860473,18.860473,18.860473,0,18.860473,18.860473,18.860473,18.860473,0
7.317397,"1","1",7.317397,7.317397,0,7.317397,7.317397,7.317397,0,7.317397,7.317397,7.317397,7.317397,0
0.482558,"1","1",0.482558,0.482558,0,0.482558,0.482558,0.482558,0,0.482558,0.482558,0.482558,0.482558,0
0.537451,"1","1",0.537451,0.537451,0,0.537451,0.537451,0.537451,0,0.537451,0.537451,0.537451,0.537451,0
10.088174,"1","1",10.088174,10.088174,0,10.088174,10.088174,10.088174,0,10.088174,10.088174,10.088174,10.088174,0
0.131991,"1","1",0.131991,0.131991,0,0.131991,0.131991,0.131991,0,0.131991,0.131991,0.131991,0.131991,0
21.071225,"1","1",21.071225,21.071225,0,21.071225,21.071225,21.071225,0,21.071225,21.071225,21.071225,21.071225,0
4.146590,"1","1",4.14659,4.14659,0,4.14659,4.14659,4.14659,0,4.14659,4.14659,4.14659,4.14659,0
7.964774,"1","1",7.964774,7.964774,0,7.964774,7.964774,7.964774,0,7.964774,7.964774,7.964774,7.964774,0
10.534432,"1","1",10.534432,10.534432,0,10.534432,10.534432,10.534432,0,10.534432,10.534432,10.534432,10.534432,0
0.091358,"1","1",0.091358,0.091358,0,0.091358,0.091358,0.091358,0,0.091358,0.091358,0.091358,0.091358,0
0.020914,"1","1",0.020914,0.020914,0,0.020914,0.020914,0.020914,0,0.020914,0.020914,0.020914,0.020914,0
0.001179,"1","1",0.001179,0.001179,0,0.001179,0.001179,0.001179,0,0.001179,0.001179,0.001179,0.001179,0
2.923531,"1","1",2.923531,2.923531,0,2.923531,2.923531,2.923531,0,2.923531,2.923531,2.923531,2.923531,0
0.127383,"1","1",0.127383,0.127383,0,0.127383,0.127383,0.127383,0,0.127383,0.127383,0.127383,0.127383,0
3.164843,"1","1",3.164843,3.164843,0,3.164843,3.164843,3.164843,0,3.164843,3.164843,3.164843,3.164843,0
3.453059,"1","1",3.453059,3.453059,0,3.453059,3.453059,3.453059,0,3.453059,3.453059,3.453059,3.453059,0
2.582588,"1","1",2.582588,2.582588,0,2.582588,2.582588,2.582588,0,2.582588,2.582588,2.582588,2.582588,0
2.081756,"1","1",2.081756,2.081756,0,2.081756,2.081756,2.081756,0,2.081756,2.081756,2.081756,2.081756,0
6.985088,"1","1",6.985088,6.985088,0,6.985088,6.985088,6.985088,0,6.985088,6.985088,6.985088,6.985088,0
18.716268,"1","1",18.716268,18.716268,0,18.716268,18.716268,18.716268,0,18.716268,18.716268,18.716268,18.716268,0
8.620367,"1","1",8.620367,8.620367,0,8.620367,8.620367,8.620367,0,8.620367,8.620367,8.620367,8.620367,0
0.229776,"1","1",0.229776,0.229776,0,0.229776,0.229776,0.229776,0,0.229776,0.229776,0.229776,0.229776,0
16.453002,"1","1",16.453002,16.453002,0,16.453002,16.453002,16.453002,0,16.453002,16.453002,16.453002,16.453002,0
0.287834,"1","1",0.287834,0.287834,0,0.287834,0.287834,0.287834,0,0.287834,0.287834,0.287834,0.287834,0
3.176589,"1","1",3.176589,3.176589,0,3.176589,3.176589,3.176589,0,3.176589,3.176589,3.176589,3.176589,0
0.364453,"1","1",0.364453,0.364453,0,0.364453,0.364453,0.364453,0,0.364453,0.364453,0.364453,0.364453,0
0.108206,"1","1",0.108206,0.108206,0,0.108206,0.108206,0.108206,0,0.108206,0.108206,0.108206,0.108206,0
1.306324,"1","1",1.306324,1.306324,0,1.306324,1.306324,1.306324,0,1.306324,1.306324,1.306324,1.306324,0
3.135372,"1","1",3.135372,3.135372,0,3.135372,3.135372,3.135372,0,3.135372,3.135372,3.135372,3.135372,0
6.814190,"1","1",6.81419,6.81419,0,6.81419,6.81419,6.81419,0,6.81419,6.81419,6.81419,6.81419,0
5.803675,"1","1",5.803675,5.803675,0,5.803675,5.803675,5.803675,0,5.803675,5.803675,5.803675,5.803675,0
1.693220,"1","1",1.69322,1.69322,0,1.69322,1.69322,1.69322,0,1.69322,1.69322,1.69322,1.69322,0
25.977175,"1","1",25.977175,25.977175,0,25.977175,25.977175,25.977175,0,25.977175,25.977175,25.977175,25.977175,0
4.333738,"1","1",4.333738,4.333738,0,4.333738,4.333738,4.333738,0,4.333738,4.333738,4.333738,4.333738,0
0.115973,"1","1",0.115973,0.115973,0,0.115973,0.115973,0.115973,0,0.115973,0.115973,0.115973,0.115973,0
2.429650,"1","1",2.42965,2.42965,0,2.42965,2.42965,2.42965,0,2.42965,2.42965,2.42965,2.42965,0
8.064263,"1","1",8.064263,8.064263,0,8.064263,8.064263,8.064263,0,8.064263,8.064263,8.064263,8.064263,0
7.077367,"1","1",7.077367,7.077367,0,7.077367,7.077367,7.077367,0,7.077367,7.077367,7.077367,7.077367,0
9.998185,"1","1",9.998185,9.998185,0,9.998185,9.998185,9.998185,0,9.998185,9.998185,9.998185,9.998185,0
0.009255,"1","1",0.009255,0.009255,0,0.009255,0.009255,0.009255,0,0.009255,0.009255,0.009255,0.009255,0
11.828629,"1","1",11.828629,11.828629,0,11.828629,11.828629,11.828629,0,11.828629,11.828629,11.828629,11.828629,0
11.910293,"1","1",11.910293,11.910293,0,11.910293,11.910293,11.910293,0,11.910293,11.910293,11.910293,11.910293,0
0.687350,"1","1",0.68735,0.68735,0,0.68735,0.68735,0.68735,0,0.68735,0.68735,0.68735,0.68735,0
8.443746,"1","1",8.443746,8.443746,0,8.443746,8.443746,8.443746,0,8.443746,8.443746,8.443746,8.443746,0
4.977115,"1","1",4.977115,4.977115,0,4.977115,4.977115,4.977115,0,4.977115,4.977115,4.977115,4.977115,0
8.623433,"1","1",8.623433,8.623433,0,8.623433,8.623433,8.623433,0,8.623433,8.623433,8.623433,8.623433,0
12.643719,"1","1",12.643719,12.643719,0,12.643719,12.643719,12.643719,0,12.643719,12.643719,12.643719,12.643719,0
7.624852,"1","1",7.624852,7.624852,0,7.624852,7.624852,7.624852,0,7.624852,7.624852,7.624852,7.624852,0
0.002558,"1","1",0.002558,0.002558,0,0.002558,0.002558,0.002558,0,0.002558,0.002558,0.002558,0.002558,0
0.275766,"1","1",0.275766,0.275766,0,0.275766,0.275766,0.275766,0,0.275766,0.275766,0.275766,0.275766,0
9.232043,"1","1",9.232043,9.232043,0,9.232043,9.232043,9.232043,0,9.232043,9.232043,9.232043,9.232043,0
12.312781,"1","1",12.312781,12.312781,0,12.312781,12.312781,12.312781,0,12.312781,12.312781,12.312781,12.312781,0
10.833113,"1","1",10.833113,10.833113,0,10.833113,10.833113,10.833113,0,10.833113,10.833113,10.833113,10.833113,0
11.277388,"1","1",11.277388,11.277388,0,11.277388,11.277388,11.277388,0,11.277388,11.277388,11.277388,11.277388,0
4.844852,"1","1",4.844852,4.844852,0,4.844852,4.844852,4.844852,0,4.844852,4.844852,4.844852,4.844852,0
1.371623,"1","1",1.371623,1.371623,0,1.371623,1.371623,1.371623,0,1.371623,1.371623,1.371623,1.371623,0
2.541747,"1","1",2.541747,2.541747,0,2.541747,2.541747,2.541747,0,2.541747,2.541747,2.541747,2.541747,0
1.887442,"1","1",1.887442,1.887442,0,1.887442,1.887442,1.887442,0,1.887442,1.887442,1.887442,1.887442,0
3.723844,"1","1",3.723844,3.723844,0,3.723844,3.723844,3.723844,0,3.723844,3.723844,3.723844,3.723844,0
5.046236,"1","1",5.046236,5.046236,0,5.046236,5.046236,5.046236,0,5.046236,5.046236,5.046236,5.046236,0
7.353429,"1","1",7.353429,7.353429,0,7.353429,7.353429,7.353429,0,7.353429,7.353429,7.353429,7.353429,0
1.711830,"1","1",1.71183,1.71183,0,1.71183,1.71183,1.71183,0,1.71183,1.71183,1.71183,1.71183,0
4.575479,"1","1",4.575479,4.575479,0,4.575479,4.575479,4.575479,0,4.575479,4.575479,4.575479,4.575479,0
4.086684,"1","1",4.086684,4.086684,0,4.086684,4.086684,4.086684,0,4.086684,4.086684,4.086684,4.086684,0
14.330690,"1","1",14.33069,14.33069,0,14.33069,14.33069,14.33069,0,14.33069,14.33069,14.33069,14.33069,0
4.256090,"1","1",4.25609,4.25609,0,4.25609,4.25609,4.25609,0,4.25609,4.25609,4.25609,4.25609,0
1.073686,"1","1",1.073686,1.073686,0,1.073686,1.073686,1.073686,0,1.073686,1.073686,1.073686,1.073686,0
1.313956,"1","1",1.313956,1.313956,0,1.313956,1.313956,1.313956,0,1.313956,1.313956,1.313956,1.313956,0
0.489941,"1","1",0.489941,0.489941,0,0.489941,0.489941,0.489941,0,0.489941,0.489941,0.489941,0.489941,0
13.417048,"1","1",13.417048,13.417048,0,13.417048,13.417048,13.417048,0,13.417048,13.417048,13.417048,13.417048,0
0.005187,"1","1",0.005187,0.005187,0,0.005187,0.005187,0.005187,0,0.005187,0.005187,0.005187,0.005187,0
1.079949,"1","1",1.079949,1.079949,0,1.079949,1.079949,1.079949,0,1.079949,1.079949,1.079949,1.079949,0
1.943817,"1","1",1.943817,1.943817,0,1.943817,1.943817,1.943817,0,1.943817,1.943817,1.943817,1.943817,0
0.242298,"1","1",0.242298,0.242298,0,0.242298,0.242298,0.242298,0,0.242298,0.242298,0.242298,0.242298,0
50.692884,"1","1",50.692884,50.692884,0,50.692884,50.692884,50.692884,0,50.692884,50.692884,50.692884,50.692884,0
2.310463,"1","1",2.310463,2.310463,0,2.310463,2.310463,2.310463,0,2.310463,2.310463,2.310463,2.310463,0
12.792222,"1","1",12.792222,12.792222,0,12.792222,12.792222,12.792222,0,12.792222,12.792222,12.792222,12.792222,0
1.663261,"1","1",1.663261,1.663261,0,1.663261,1.663261,1.663261,0,1.663261,1.663261,1.663261,1.663261,0
1.177880,"1","1",1.17788,1.17788,0,1.17788,1.17788,1.17788,0,1.17788,1.17788,1.17788,1.17788,0
1.956295,"1","1",1.956295,1.956295,0,1.956295,1.956295,1.956295,0,1.956295,1.956295,1.956295,1.956295,0
9.522034,"1","1",9.522034,9.522034,0,9.522034,9.522034,9.522034,0,9.522034,9.522034,9.522034,9.522034,0
2.705210,"1","1",2.70521,2.70521,0,2.70521,2.70521,2.70521,0,2.70521,2.70521,2.70521,2.70521,0
7.503284,"1","1",7.503284,7.503284,0,7.503284,7.503284,7.503284,0,7.503284,7.503284,7.503284,7.503284,0
7.411194,"1","1",7.411194,7.411194,0,7.411194,7.411194,7.411194,0,7.411194,7.411194,7.411194,7.411194,0
38.583159,"1","1",38.583159,38.583159,0,38.583159,38.583159,38.583159,0,38.583159,38.583159,38.583159,38.583159,0
20.822840,"1","1",20.82284,20.82284,0,20.82284,20.82284,20.82284,0,20.82284,20.82284,20.82284,20.82284,0
1.800559,"1","1",1.800559,1.800559,0,1.800559,1.800559,1.800559,0,1.800559,1.800559,1.800559,1.800559,0
0.837327,"1","1",0.837327,0.837327,0,0.837327,0.837327,0.837327,0,0.837327,0.837327,0.837327,0.837327,0
10.994737,"1","1",10.994737,10.994737,0,10.994737,10.994737,10.994737,0,10.994737,10.994737,10.994737,10.994737,0
0.285586,"1","1",0.285586,0.285586,0,0.285586,0.285586,0.285586,0,0.285586,0.285586,0.285586,0.285586,0
9.676546,"1","1",9.676546,9.676546,0,9.676546,9.676546,9.676546,0,9.676546,9.676546,9.676546,9.676546,0
0.294099,"1","1",0.294099,0.294099,0,0.294099,0.294099,0.294099,0,0.294099,0.294099,0.294099,0.294099,0
0.000480,"1","1",0.00048,0.00048,0,0.00048,0.00048,0.00048,0,0.00048,0.00048,0.00048,0.00048,0
0.965620,"1","1",0.96562,0.96562,0,0.96562,0.96562,0.96562,0,0.96562,0.96562,0.96562,0.96562,0
42.266534,"1","1",42.266534,42.266534,0,42.266534,42.266534,42.266534,0,42.266534,42.266534,42.266534,42.266534,0
19.896354,"1","1",19.896354,19.896354,0,19.896354,19.896354,19.896354,0,19.896354,19.896354,19.896354,19.896354,0
20.783167,"1","1",20.783167,20.783167,0,20.783167,20.783167,20.783167,0,20.783167,20.783167,20.783167,20.783167,0
31.288571,"1","1",31.288571,31.288571,0,31.288571,31.288571,31.288571,0,31.288571,31.288571,31.288571,31.288571,0
4.729318,"1","1",4.729318,4.729318,0,4.729318,4.729318,4.729318,0,4.729318,4.729318,4.729318,4.729318,0
1.726364,"1","1",1.726364,1.726364,0,1.726364,1.726364,1.726364,0,1.726364,1.726364,1.726364,1.726364,0
0.130276,"1","1",0.130276,0.130276,0,0.130276,0.130276,0.130276,0,0.130276,0.130276,0.130276,0.130276,0
9.414006,"1","1",9.414006,9.414006,0,9.414006,9.414006,9.414006,0,9.414006,9.414006,9.414006,9.414006,0
7.224045,"1","1",7.224045,7.224045,0,7.224045,7.224045,7.224045,0,7.224045,7.224045,7.224045,7.224045,0
3.586724,"1","1",3.586724,3.586724,0,3.586724,3.586724,3.586724,0,3.586724,3.586724,3.586724,3.586724,0
4.815074,"1","1",4.815074,4.815074,0,4.815074,4.815074,4.815074,0,4.815074,4.815074,4.815074,4.815074,0
12.205471,"1","1",12.205471,12.205471,0,12.205471,12.205471,12.205471,0,12.205471,12.205471,12.205471,12.205471,0
